CATEGORY	GO_ID	GO_LABEL_FULL	COUNT	PERCENTAGE	P_VALUE	GENES	LIST_TOTAL	POP_HITS	POP_TOTAL	FOLD_ENRICHMENT	BONFERRONI	BENJAMINI	FDR
GOTERM_MF_ALL	GO:0030021	GO:0030021~extracellular matrix structural constituent conferring compression resistance	8	0.6415396952686447	2.226356217188329E-4	VCAN, TUFT1, OGN, BGN, PRG4, PRELP, DCN, ASPN	1143	22	18869	6.003022349479043	0.3088466935130114	0.010552928469472679	0.009954992799713529
GOTERM_MF_ALL	GO:0003774	GO:0003774~motor activity	19	1.5236567762630313	2.2975738407988343E-4	MYH7B, DNAH6, STARD9, DNAH14, KIF14, KIF23, KIF11, KIF15, CENPE, KIF18A, MYH3, MYO15B, KIF26A, KIFC1, KIF4A, KIF26B, MYH11, KIF2C, KIF20A	1143	117	18869	2.6808369039340167	0.31696644714877076	0.010587986116347961	0.009988064057917155
GOTERM_MF_ALL	GO:0008081	GO:0008081~phosphoric diester hydrolase activity	16	1.2830793905372895	2.722436460900076E-4	CHRM1, PDE1C, PDE2A, PDE3B, GDPD5, PLCXD3, PDE11A, MPPED2, ENPP2, PDE7B, ENPP3, PLCH2, PDE8B, PDE9A, GPLD1, F2RL2	1143	89	18869	2.967786330079526	0.3634636158317006	0.012206816455765476	0.01151517043596924
GOTERM_MF_ALL	GO:0005125	GO:0005125~cytokine activity	30	2.405773857257418	3.01143900741124E-4	CXCL9, CXCL13, FGF2, CXCL14, CXCL2, CX3CL1, WNT11, FAM3B, SPP1, GDF10, CMTM7, IL33, EDN1, CCL21, TSLP, IL34, WNT7B, ADIPOQ, BMP8A, NRG1, INHBA, BMP6, GREM2, CXCL10, BMP2, IL6, CXCL12, TNFSF4, SCGB3A1, CCL28	1143	240	18869	2.0635389326334206	0.393270955244846	0.013147308719198019	0.012402373806838396
GOTERM_MF_ALL	GO:0005248	GO:0005248~voltage-gated sodium channel activity	8	0.6415396952686447	4.06122624825419E-4	SCN9A, SCN7A, SCN4A, SCN2A, SCN3B, SCN3A, SCN4B, SCN2B	1143	24	18869	5.502770487022456	0.4902802864980924	0.017275831656035134	0.01629697199619951
GOTERM_MF_ALL	GO:0015631	GO:0015631~tubulin binding	42	3.3680834001603848	5.321071119346154E-4	CCDC69, KIF14, KIF11, BRCA2, NCALD, SKA1, KIF15, C10ORF90, RGS2, RACGAP1, CAPN6, NUSAP1, NDN, TPPP, FAM83D, PPARGC1A, GTSE1, DLGAP5, SNCA, DST, SPAG5, PLK1, STARD9, KIF23, MID1, CENPE, TPX2, KIF18A, TPPP3, CENPF, MAP7D3, PRC1, KIF26A, KIFC1, KIF4A, FEZ1, KIF26B, CLIP4, BIRC5, KIF2C, KIF20A, CRYAB	1143	395	18869	1.7553141300375428	0.5864598391293365	0.021653024243511895	0.020426150054910257
GOTERM_MF_ALL	GO:0017046	GO:0017046~peptide hormone binding	12	0.9623095429029671	5.35125975879438E-4	GHR, ADCYAP1R1, OXTR, EDNRB, NPR1, NPR2, NPR3, LEPR, PTH2R, PTH1R, INHBA, RAMP1	1143	57	18869	3.4754339918036563	0.588526892850357	0.021653024243511895	0.020426150054910257
GOTERM_MF_ALL	GO:0019887	GO:0019887~protein kinase regulator activity	28	2.245388933440257	5.717343605252904E-4	CDKN1C, EGFR, CCNB2, CCNB1, WNT11, PRKAR2B, SNCA, TESC, NRG1, MAPK8IP2, MOB3B, CIT, CCNA2, PKIB, CXCL10, TPX2, BMP2, GPRC5B, GPRC5A, CCNE2, CCNE1, TAL1, PPP1R1B, CKS2, SPRY2, TRIB3, BMPR1B, LTF	1143	226	18869	2.045277526149939	0.6127863048941506	0.02258350724074897	0.021303911291001888
GOTERM_MF_ALL	GO:0003779	GO:0003779~actin binding	47	3.769045709703288	6.578334675670115E-4	FHOD3, MYOM1, TAGLN, PLEKHH2, SYNPO2, LMOD1, FAM107A, IQGAP3, MYOM2, NCALD, EGFR, MYLK, CNN1, PDLIM3, ABLIM3, CFL2, EPB41L2, MYH11, DMD, FLNC, SYNPO, TNS4, PDLIM4, SPTBN1, WASF3, SNCA, TNS1, TMOD1, MYH7B, MYBPC1, GSN, DST, MICAL2, MYRIP, SORBS1, CORO2B, ANLN, FERMT1, KIF18A, MYH3, DIAPH3, MYO15B, DAAM2, BIN1, PIP, TNNT3, TLN2	1143	463	18869	1.6757897163502509	0.6643562139884317	0.025380133085899353	0.023942078528892397
GOTERM_MF_ALL	GO:1905030	GO:1905030~voltage-gated ion channel activity involved in regulation of postsynaptic membrane potential	8	0.6415396952686447	6.93955460716091E-4	SCN9A, SCN7A, SCN4A, SCN2A, SCN3B, SCN3A, SCN4B, SCN2B	1143	26	18869	5.07948044955919	0.6838921290925362	0.025583824651733224	0.024134228800459612
GOTERM_MF_ALL	GO:0005104	GO:0005104~fibroblast growth factor receptor binding	8	0.6415396952686447	6.93955460716091E-4	KLB, KL, FGF7, FLRT2, NRXN1, FGF1, FGF2, FGF10	1143	26	18869	5.07948044955919	0.6838921290925362	0.025583824651733224	0.024134228800459612
GOTERM_MF_ALL	GO:0032555	GO:0032555~purine ribonucleotide binding	152	12.18925421010425	7.636853504105314E-4	EPHB6, RERGL, ERCC6L, RASL11B, GIMAP1, BUB1B, ACSM5, ABCA12, MKI67, SMC4, GIMAP7, ACTG2, GIMAP8, MYLK, TUBB3, PDK4, NEK2, EPHB1, GBP5, ACSL1, STARD9, ABCA10, RAB31, MELK, EEF1A2, TYRO3, TRIB3, KIF20A, SIK2, DNA2, ABCG2, PFKFB1, BLM, PKDCC, PFKFB3, ABCB1, NPR1, RRAD, NPR2, AK5, PKMYT1, ACACB, BRIP1, NUAK2, ORC1, PRKAR2B, MYH11, PIP5K1B, PCK1, TRPM6, PLK4, MYH7B, SRMS, ABCA5, UBE2C, ABCA6, XRCC2, PDE2A, DNAH14, PLK1, ABCA9, PTK6, CDC7, ABCA8, CDC6, BMX, HSPA12B, EHD2, KIF18A, GNAL, CPS1, UBE2S, KIF4A, UBE2T, CDK1, BMPR1B, RET, RYR1, DIRAS3, TOP2A, ABCD2, KIF14, PIK3C2G, KIF11, RND3, RND1, KIF15, PBK, CNGA1, TK1, HELLS, ABCC6, KIF23, ABCC9, SYN2, CIT, TGFBR2, ACTA2, TUBB2B, ARL4A, MYH3, MRAS, KIFC1, PLSCR4, RHOJ, KIT, MPPED2, MCM4, RHOU, KIF2C, SGK2, MET, MOCS1, RAPGEF3, DDR2, DNAH6, ADCY4, FIGN, TTK, ATP1A2, EGFR, GNAI1, AURKB, ADCY5, AURKA, CKMT2, RECQL4, PDE11A, ACVR1C, RASD1, RAB25, PHKG1, RAB26, RAD54L, LRIG3, BUB1, NTRK2, POLQ, NTRK3, ATAD2, NMNAT2, MAPK10, CENPE, RAD51, SBK1, MYO15B, KIF26A, KIF26B, MAB21L1, ATP13A5, TEK, TRIP13	1143	1949	18869	1.287461950786167	0.718447970748176	0.027542478181110254	0.025981903769401772
GOTERM_MF_ALL	GO:0046983	GO:0046983~protein dimerization activity	94	7.538091419406576	7.935168605076391E-4	TOP2A, MYOM1, ABCD2, HSPB6, CITED1, HIF3A, PTH1R, GIMAP7, GHR, HEY2, RBPMS2, AOX1, SOX6, TPD52, GBP5, HES6, CUBN, DGAT2, SDS, DST, MME, S100A1, TESC, ADIPOQ, ATP1B2, MID1, ANO5, FOXP3, ADRA2A, FOXP2, ALDH1A3, TUBB2B, CEACAM6, TAL1, GPD1, CAT, KIT, AGTR1, CASQ2, BIRC5, CRYAB, PAFAH1B3, MGLL, ATF3, ABCG2, CEBPA, BLM, EPAS1, NPR3, LPL, LRP4, ATP1A2, ADRB2, TYMS, PTGS2, RASIP1, FBLN5, AURKA, HSD11B1, ATOH8, E2F1, E2F2, TPPP, ECT2, XDH, PDLIM4, AOC3, NTRK2, ARNT2, GSTM2, CADM3, NLGN4X, RRM2, FZD4, KCNB1, BCL11A, CAV2, ZBTB16, CAV1, PDE2A, CIDEA, S100B, BMP6, TBX15, MLXIPL, NR4A1, CENPF, NR4A3, FAP, ID4, C16ORF89, S100P, THRSP, MAD2L1	1143	1109	18869	1.3992617469254574	0.7320532623934757	0.028009456842173902	0.026422423121158622
GOTERM_MF_ALL	GO:0019207	GO:0019207~kinase regulator activity	30	2.405773857257418	8.65662663954796E-4	CDKN1C, EGFR, SOCS2, CCNB2, CCNB1, WNT11, PRKAR2B, SNCA, TESC, NRG1, KLF4, MAPK8IP2, MOB3B, CIT, CCNA2, PKIB, CXCL10, TPX2, BMP2, GPRC5B, GPRC5A, CCNE2, CCNE1, TAL1, PPP1R1B, CKS2, SPRY2, TRIB3, BMPR1B, LTF	1143	256	18869	1.934567749343832	0.7623024762978619	0.029919465822937637	0.028224209772692826
GOTERM_MF_ALL	GO:0022838	GO:0022838~substrate-specific channel activity	45	3.608660785886127	9.47323973184698E-4	RYR1, CLIC5, KCNE1, TTYH1, TMEM63C, KCNE4, AQP7, PKD1L2, KCNA6, AQP5, RYR3, AQP1, CNR1, KCNMB1, SCN9A, CLCA2, CNGA1, SCN7A, SLC17A7, GABRE, SCN3B, TRPM6, SCN3A, GRIA3, CACNG4, GRIA4, GABRP, SLC14A1, KCNB1, KCNIP2, KCNK15, KCNAB1, ABCC9, ANO5, TMEM37, GPRIN1, FXYD1, CACHD1, KCNQ4, SCN4A, SCN2A, KCNK2, SCN4B, KCNK3, SCN2B	1143	445	18869	1.6693798106697335	0.7924442610875229	0.032073683092110485	0.03025636771498066
GOTERM_MF_ALL	GO:0017076	GO:0017076~purine nucleotide binding	152	12.18925421010425	0.0010247720586191958	EPHB6, RERGL, ERCC6L, RASL11B, GIMAP1, BUB1B, ACSM5, ABCA12, MKI67, SMC4, GIMAP7, ACTG2, GIMAP8, MYLK, TUBB3, PDK4, NEK2, EPHB1, GBP5, ACSL1, STARD9, ABCA10, RAB31, MELK, EEF1A2, TYRO3, TRIB3, KIF20A, SIK2, DNA2, ABCG2, PFKFB1, BLM, PKDCC, PFKFB3, ABCB1, NPR1, RRAD, NPR2, AK5, PKMYT1, ACACB, BRIP1, NUAK2, ORC1, PRKAR2B, MYH11, PIP5K1B, PCK1, TRPM6, PLK4, MYH7B, SRMS, ABCA5, UBE2C, ABCA6, XRCC2, PDE2A, DNAH14, PLK1, ABCA9, PTK6, CDC7, ABCA8, CDC6, BMX, HSPA12B, EHD2, KIF18A, GNAL, CPS1, UBE2S, KIF4A, UBE2T, CDK1, BMPR1B, RET, RYR1, DIRAS3, TOP2A, ABCD2, KIF14, PIK3C2G, KIF11, RND3, RND1, KIF15, PBK, CNGA1, TK1, HELLS, ABCC6, KIF23, ABCC9, SYN2, CIT, TGFBR2, ACTA2, TUBB2B, ARL4A, MYH3, MRAS, KIFC1, PLSCR4, RHOJ, KIT, MPPED2, MCM4, RHOU, KIF2C, SGK2, MET, MOCS1, RAPGEF3, DDR2, DNAH6, ADCY4, FIGN, TTK, ATP1A2, EGFR, GNAI1, AURKB, ADCY5, AURKA, CKMT2, RECQL4, PDE11A, ACVR1C, RASD1, RAB25, PHKG1, RAB26, RAD54L, LRIG3, BUB1, NTRK2, POLQ, NTRK3, ATAD2, NMNAT2, MAPK10, CENPE, RAD51, SBK1, MYO15B, KIF26A, KIF26B, MAB21L1, ATP13A5, TEK, TRIP13	1143	1964	18869	1.277628992913564	0.8174933278135738	0.033836867998994394	0.03191964943847271
GOTERM_MF_ALL	GO:0033218	GO:0033218~amide binding	40	3.2076984763432237	0.0010401930487936794	OXTR, ADCYAP1R1, NPR1, NPR2, NPR3, ADRB2, PTH1R, TYMS, ACACB, CRIP1, GHR, EDNRB, TUBB3, ANPEP, LEPR, CD36, KPNA2, GRIA3, GRIA4, NGFR, GSTM2, MME, FZD4, KCNIP2, AVPR2, PLA2G4A, PTH2R, INHBA, MAPK8IP2, SLC7A5, MARCO, CD209, CAT, APBA1, PPARG, FOLR2, CRYAB, RAMP1, FOLR1, ITM2A	1143	383	18869	1.7241056356206128	0.8221079567251399	0.033836867998994394	0.03191964943847271
GOTERM_MF_ALL	GO:0016247	GO:0016247~channel regulator activity	21	1.6840417000801924	0.0011028814017203462	KCNE1, LYNX1, KCNIP2, KCNE4, RRAD, NRXN1, CAV1, KCNAB1, ABCC9, ADRB2, SLC9A3R1, KCNMB1, FXYD1, PRSS8, SCN3B, KCNK2, SCN4B, SGK2, GPLD1, CACNG4, SCN2B	1143	155	18869	2.2366099398865464	0.8396970710839674	0.035186158566424125	0.033192488340237344
GOTERM_MF_ALL	GO:0032553	GO:0032553~ribonucleotide binding	152	12.18925421010425	0.0011874625906165455	EPHB6, RERGL, ERCC6L, RASL11B, GIMAP1, BUB1B, ACSM5, ABCA12, MKI67, SMC4, GIMAP7, ACTG2, GIMAP8, MYLK, TUBB3, PDK4, NEK2, EPHB1, GBP5, ACSL1, STARD9, ABCA10, RAB31, MELK, EEF1A2, TYRO3, TRIB3, KIF20A, SIK2, DNA2, ABCG2, PFKFB1, BLM, PKDCC, PFKFB3, ABCB1, NPR1, RRAD, NPR2, AK5, PKMYT1, ACACB, BRIP1, NUAK2, ORC1, PRKAR2B, MYH11, PIP5K1B, PCK1, TRPM6, PLK4, MYH7B, SRMS, ABCA5, UBE2C, ABCA6, XRCC2, PDE2A, DNAH14, PLK1, ABCA9, PTK6, CDC7, ABCA8, CDC6, BMX, HSPA12B, EHD2, KIF18A, GNAL, CPS1, UBE2S, KIF4A, UBE2T, CDK1, BMPR1B, RET, RYR1, DIRAS3, TOP2A, ABCD2, KIF14, PIK3C2G, KIF11, RND3, RND1, KIF15, PBK, CNGA1, TK1, HELLS, ABCC6, KIF23, ABCC9, SYN2, CIT, TGFBR2, ACTA2, TUBB2B, ARL4A, MYH3, MRAS, KIFC1, PLSCR4, RHOJ, KIT, MPPED2, MCM4, RHOU, KIF2C, SGK2, MET, MOCS1, RAPGEF3, DDR2, DNAH6, ADCY4, FIGN, TTK, ATP1A2, EGFR, GNAI1, AURKB, ADCY5, AURKA, CKMT2, RECQL4, PDE11A, ACVR1C, RASD1, RAB25, PHKG1, RAB26, RAD54L, LRIG3, BUB1, NTRK2, POLQ, NTRK3, ATAD2, NMNAT2, MAPK10, CENPE, RAD51, SBK1, MYO15B, KIF26A, KIF26B, MAB21L1, ATP13A5, TEK, TRIP13	1143	1968	18869	1.275032186017398	0.8607063543474692	0.03690892431943802	0.034817641084943035
GOTERM_MF_ALL	GO:0022836	GO:0022836~gated channel activity	37	2.967121090617482	0.0012013754751354147	RYR1, CLIC5, KCNE1, TTYH1, TMEM63C, KCNE4, KCNA6, RYR3, AQP1, CNR1, KCNMB1, SCN9A, CLCA2, CNGA1, SCN7A, GABRE, SCN3B, SCN3A, GRIA3, CACNG4, GRIA4, GABRP, KCNB1, KCNIP2, KCNAB1, ABCC9, ANO5, TMEM37, GPRIN1, CACHD1, KCNQ4, SCN4A, SCN2A, KCNK2, SCN4B, KCNK3, SCN2B	1143	348	18869	1.7551940346537143	0.8638883933773851	0.03690892431943802	0.034817641084943035
GOTERM_MF_ALL	GO:0045499	GO:0045499~chemorepellent activity	8	0.6415396952686447	0.0014042425681943156	SEMA5B, SEMA6A, FLRT2, SEMA3D, SEMA3A, SEMA6D, SEMA3G, NRG1	1143	29	18869	4.554016954777205	0.9028282883457284	0.04219771181156024	0.03980676249854839
GOTERM_MF_ALL	GO:0019215	GO:0019215~intermediate filament binding	6	0.48115477145148355	0.001449830966400804	FAM83H, SYNM, KRT14, PKP1, NES, EVPL	1143	15	18869	6.603324584426947	0.909916195206899	0.04219771181156024	0.03980676249854839
GOTERM_MF_ALL	GO:0071837	GO:0071837~HMG box domain binding	6	0.48115477145148355	0.001449830966400804	EGR2, JUN, HOXA3, ALX4, GATA3, MEOX1	1143	15	18869	6.603324584426947	0.909916195206899	0.04219771181156024	0.03980676249854839
GOTERM_MF_ALL	GO:0032559	GO:0032559~adenyl ribonucleotide binding	125	10.024057738572575	0.001690253704640644	EPHB6, ERCC6L, BUB1B, ACSM5, ABCA12, MKI67, SMC4, ACTG2, MYLK, PDK4, NEK2, EPHB1, ACSL1, STARD9, ABCA10, MELK, TYRO3, TRIB3, KIF20A, SIK2, DNA2, ABCG2, PFKFB1, BLM, PKDCC, PFKFB3, ABCB1, NPR1, NPR2, AK5, PKMYT1, ACACB, BRIP1, NUAK2, ORC1, PRKAR2B, MYH11, PIP5K1B, TRPM6, PLK4, MYH7B, SRMS, ABCA5, UBE2C, ABCA6, XRCC2, PDE2A, DNAH14, PLK1, ABCA9, PTK6, CDC7, ABCA8, CDC6, BMX, HSPA12B, EHD2, KIF18A, CPS1, UBE2S, KIF4A, UBE2T, CDK1, BMPR1B, RET, RYR1, TOP2A, ABCD2, KIF14, PIK3C2G, KIF11, KIF15, PBK, TK1, HELLS, ABCC6, KIF23, ABCC9, SYN2, CIT, TGFBR2, ACTA2, MYH3, KIFC1, PLSCR4, KIT, MPPED2, MCM4, KIF2C, SGK2, MET, RAPGEF3, DDR2, DNAH6, ADCY4, FIGN, TTK, ATP1A2, EGFR, AURKB, ADCY5, AURKA, CKMT2, RECQL4, ACVR1C, PHKG1, RAD54L, LRIG3, BUB1, NTRK2, POLQ, NTRK3, ATAD2, NMNAT2, MAPK10, CENPE, RAD51, SBK1, MYO15B, KIF26A, KIF26B, MAB21L1, ATP13A5, TEK, TRIP13	1143	1586	18869	1.301096426628891	0.9395841273371477	0.0483470844137729	0.045607707720044965
GOTERM_MF_ALL	GO:0035639	GO:0035639~purine ribonucleoside triphosphate binding	146	11.708099438652766	0.0018386834707897226	EPHB6, RERGL, ERCC6L, RASL11B, GIMAP1, BUB1B, ACSM5, ABCA12, MKI67, SMC4, GIMAP7, ACTG2, GIMAP8, MYLK, TUBB3, PDK4, NEK2, EPHB1, GBP5, ACSL1, STARD9, ABCA10, RAB31, MELK, EEF1A2, TYRO3, TRIB3, KIF20A, SIK2, DNA2, ABCG2, PFKFB1, BLM, PKDCC, PFKFB3, ABCB1, NPR1, RRAD, NPR2, AK5, PKMYT1, ACACB, BRIP1, NUAK2, ORC1, MYH11, PIP5K1B, PCK1, TRPM6, PLK4, MYH7B, SRMS, ABCA5, UBE2C, ABCA6, XRCC2, DNAH14, PLK1, ABCA9, PTK6, CDC7, ABCA8, CDC6, BMX, HSPA12B, EHD2, KIF18A, GNAL, CPS1, UBE2S, KIF4A, UBE2T, CDK1, BMPR1B, RET, RYR1, DIRAS3, TOP2A, ABCD2, KIF14, PIK3C2G, KIF11, RND3, RND1, KIF15, PBK, TK1, HELLS, ABCC6, KIF23, ABCC9, SYN2, CIT, TGFBR2, ACTA2, TUBB2B, ARL4A, MYH3, MRAS, KIFC1, PLSCR4, RHOJ, KIT, MCM4, RHOU, KIF2C, SGK2, MET, MOCS1, DDR2, DNAH6, ADCY4, FIGN, TTK, ATP1A2, EGFR, GNAI1, AURKB, ADCY5, AURKA, CKMT2, RECQL4, ACVR1C, RASD1, RAB25, PHKG1, RAB26, RAD54L, LRIG3, BUB1, NTRK2, POLQ, NTRK3, ATAD2, NMNAT2, MAPK10, CENPE, RAD51, SBK1, MYO15B, KIF26A, KIF26B, MAB21L1, ATP13A5, TEK, TRIP13	1143	1902	18869	1.267199512784351	0.9527916104823554	0.05170128606847711	0.048771858165862984
GOTERM_MF_ALL	GO:0004222	GO:0004222~metalloendopeptidase activity	17	1.36327185244587	0.001994081698448924	MME, MMP3, ADAM33, ECE2, MMP9, KLK7, ADAM19, MMP11, ADAMTS5, ADAMTS14, ADAMTS1, ADAMTSL4, ADAMTS18, ADAM12, MMP28, CLCA2, ADAM8	1143	118	18869	2.3783160579503835	0.9635379877730582	0.05451728178473372	0.051428297765586654
GOTERM_MF_ALL	GO:0004115	GO:0004115~3',5'-cyclic-AMP phosphodiesterase activity	6	0.48115477145148355	0.0020045534592337292	PDE11A, PDE1C, PDE2A, PDE3B, PDE7B, PDE8B	1143	16	18869	6.190616797900263	0.964167206146192	0.05451728178473372	0.051428297765586654
GOTERM_MF_ALL	GO:0008236	GO:0008236~serine-type peptidase activity	25	2.0048115477145148	0.00219776943277737	CFD, HPN, KLK5, KLK7, KLK6, RELN, NAALAD2, CTSG, PRSS8, PAMR1, CORIN, F10, F12, MMP3, KLK10, MMP9, F3, PRSS12, KLK11, MMP11, FAP, ADAM8, MASP2, CFB, LTF	1143	211	18869	1.9559610735861808	0.9740117823797829	0.058808056273833176	0.05547595423059006
GOTERM_MF_ALL	GO:0030554	GO:0030554~adenyl nucleotide binding	125	10.024057738572575	0.0022399793334854905	EPHB6, ERCC6L, BUB1B, ACSM5, ABCA12, MKI67, SMC4, ACTG2, MYLK, PDK4, NEK2, EPHB1, ACSL1, STARD9, ABCA10, MELK, TYRO3, TRIB3, KIF20A, SIK2, DNA2, ABCG2, PFKFB1, BLM, PKDCC, PFKFB3, ABCB1, NPR1, NPR2, AK5, PKMYT1, ACACB, BRIP1, NUAK2, ORC1, PRKAR2B, MYH11, PIP5K1B, TRPM6, PLK4, MYH7B, SRMS, ABCA5, UBE2C, ABCA6, XRCC2, PDE2A, DNAH14, PLK1, ABCA9, PTK6, CDC7, ABCA8, CDC6, BMX, HSPA12B, EHD2, KIF18A, CPS1, UBE2S, KIF4A, UBE2T, CDK1, BMPR1B, RET, RYR1, TOP2A, ABCD2, KIF14, PIK3C2G, KIF11, KIF15, PBK, TK1, HELLS, ABCC6, KIF23, ABCC9, SYN2, CIT, TGFBR2, ACTA2, MYH3, KIFC1, PLSCR4, KIT, MPPED2, MCM4, KIF2C, SGK2, MET, RAPGEF3, DDR2, DNAH6, ADCY4, FIGN, TTK, ATP1A2, EGFR, AURKB, ADCY5, AURKA, CKMT2, RECQL4, ACVR1C, PHKG1, RAD54L, LRIG3, BUB1, NTRK2, POLQ, NTRK3, ATAD2, NMNAT2, MAPK10, CENPE, RAD51, SBK1, MYO15B, KIF26A, KIF26B, MAB21L1, ATP13A5, TEK, TRIP13	1143	1599	18869	1.2905184069002007	0.9757731549812906	0.05898612244845125	0.05564393106198084
GOTERM_MF_ALL	GO:0015267	GO:0015267~channel activity	46	3.6888532477947074	0.0023874727543747626	RYR1, CLIC5, KCNE1, TTYH1, TMEM63C, KCNE4, AQP7, PKD1L2, KCNA6, AQP5, RYR3, AQP1, CNR1, KCNMB1, SCN9A, CLCA2, CNGA1, SCN7A, SLC17A7, GABRE, SCN3B, TRPM6, SCN3A, GRIA3, CACNG4, GRIA4, GABRP, SLC14A1, KCNB1, KCNIP2, KCNK15, KCNAB1, ABCC9, ANO5, TMEM37, GJB2, GPRIN1, FXYD1, CACHD1, KCNQ4, SCN4A, SCN2A, KCNK2, SCN4B, KCNK3, SCN2B	1143	480	18869	1.582046515018956	0.9810424500071286	0.061095541474475976	0.057633829058200664
GOTERM_MF_ALL	GO:0005524	GO:0005524~ATP binding	121	9.703287890938253	0.002419288000567026	EPHB6, ERCC6L, BUB1B, ACSM5, ABCA12, MKI67, SMC4, ACTG2, MYLK, PDK4, NEK2, EPHB1, ACSL1, STARD9, ABCA10, MELK, TYRO3, TRIB3, KIF20A, SIK2, DNA2, ABCG2, PFKFB1, BLM, PKDCC, PFKFB3, ABCB1, NPR1, NPR2, AK5, PKMYT1, ACACB, BRIP1, NUAK2, ORC1, MYH11, PIP5K1B, TRPM6, PLK4, MYH7B, SRMS, ABCA5, UBE2C, ABCA6, XRCC2, DNAH14, PLK1, ABCA9, PTK6, CDC7, ABCA8, CDC6, BMX, HSPA12B, EHD2, KIF18A, CPS1, UBE2S, KIF4A, UBE2T, CDK1, BMPR1B, RET, RYR1, TOP2A, ABCD2, KIF14, PIK3C2G, KIF11, KIF15, PBK, TK1, HELLS, ABCC6, KIF23, ABCC9, SYN2, CIT, TGFBR2, ACTA2, MYH3, KIFC1, PLSCR4, KIT, MCM4, KIF2C, SGK2, MET, DDR2, DNAH6, ADCY4, FIGN, TTK, ATP1A2, EGFR, AURKB, ADCY5, AURKA, CKMT2, RECQL4, ACVR1C, PHKG1, RAD54L, LRIG3, BUB1, NTRK2, POLQ, NTRK3, ATAD2, NMNAT2, MAPK10, CENPE, RAD51, SBK1, MYO15B, KIF26A, KIF26B, MAB21L1, ATP13A5, TEK, TRIP13	1143	1545	18869	1.2928839396693534	0.9820193961029234	0.061095541474475976	0.057633829058200664
GOTERM_MF_ALL	GO:0022803	GO:0022803~passive transmembrane transporter activity	46	3.6888532477947074	0.002457786163316511	RYR1, CLIC5, KCNE1, TTYH1, TMEM63C, KCNE4, AQP7, PKD1L2, KCNA6, AQP5, RYR3, AQP1, CNR1, KCNMB1, SCN9A, CLCA2, CNGA1, SCN7A, SLC17A7, GABRE, SCN3B, TRPM6, SCN3A, GRIA3, CACNG4, GRIA4, GABRP, SLC14A1, KCNB1, KCNIP2, KCNK15, KCNAB1, ABCC9, ANO5, TMEM37, GJB2, GPRIN1, FXYD1, CACHD1, KCNQ4, SCN4A, SCN2A, KCNK2, SCN4B, KCNK3, SCN2B	1143	481	18869	1.5787574370251536	0.9831345181802249	0.061095541474475976	0.057633829058200664
GOTERM_MF_ALL	GO:0017111	GO:0017111~nucleoside-triphosphatase activity	78	6.255012028869286	0.002484871118645319	RERGL, TOP2A, DIRAS3, ERCC6L, ABCD2, RASL11B, KIF14, KIF11, ABCA12, RND3, SMC4, GIMAP7, RND1, KIF15, RGS4, RGS2, TUBB3, RGS6, GBP5, HELLS, ANXA1, STARD9, ABCC6, KIF23, ABCC9, ARL4A, TUBB2B, ABCA10, MYH3, RAB31, MRAS, KIFC1, RHOJ, EEF1A2, MCM4, RHOU, KIF2C, KIF20A, DNA2, ABCG2, BLM, ABCB1, RRAD, AGAP11, DNAH6, ATP1A2, FIGN, GNAI1, RECQL4, BRIP1, RASD1, ORC1, RAB25, RAB26, RAD54L, MYH11, TPPP, MYH7B, POLQ, ABCA5, ABCA6, XRCC2, ATAD2, DNAH14, ABCA9, ABCA8, GNG11, CENPE, KIF18A, RAD51, GNAL, MYO15B, KIF26A, KIF26B, KIF4A, ATP13A5, ALPL, TRIP13	1143	922	18869	1.3965816637345494	0.983877371618034	0.061095541474475976	0.057633829058200664
