geneSet,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:0072001,renal system development (GO:0072001),57,10,3.942251512,2.536621514,0.005262587,0.102705879,64220;4311;185;2625;64321;23213;1063;5950;4038;2296,MME;CENPF;RBP4;SULF1;LRP4;SOX17;FOXC1;AGTR1;STRA6;GATA3
GO:0050777,negative regulation of immune response (GO:0050777),177,22,12.24172838,1.797131853,0.005359405,0.104243414,554;111;196883;154;5577;3569;54331;135;133;5745;5744;10267;5734;117;5746;2209;7301;1378;1281;79924;50943;5169,ADCYAP1R1;ADRB2;AVPR2;ADCY4;PTGER4;FOXP3;FCGR1A;PTH1R;ADCY5;RAMP1;ADM2;IL6;ADORA2A;PRKAR2B;GNG2;ADM;TYRO3;ENPP3;CR1;PTH2R;PTHLH;COL3A1
GO:0000082,G1/S transition of mitotic cell cycle (GO:0000082),85,13,5.878796114,2.211337109,0.005407526,0.104243414,3624;81620;6241;993;8317;1033;1869;9134;898;990;7298;4998;8318,INHBA;RRM2;CDKN3;CCNE2;CDC6;CDC45;E2F1;ORC1;TYMS;CDT1;CDC7;CDC25A;CCNE1
GO:0090049,regulation of cell migration involved in sprouting angiogenesis (GO:0090049),32,7,2.213193831,3.162849951,0.005410738,0.104243414,301;5743;4223;2247;57381;9314;79812,ANXA1;FGF2;MEOX2;RHOJ;KLF4;PTGS2;MMRN2
GO:0001889,liver development (GO:0001889),32,7,2.213193831,3.162849951,0.005410738,0.104243414,301;3569;6790;7049;4233;5105;1050,AURKA;ANXA1;PCK1;TGFBR3;MET;IL6;CEBPA
GO:0071702,organic substance transport (GO:0071702),135,18,9.336911475,1.927832351,0.005431133,0.104302052,10267;10351;26154;9429;6581;1063;55974;222962;23461;8029;6947;10628;225;10349;23460;10350;53353;148641,ABCA10;CENPF;SLC50A1;ABCA9;ABCA8;ABCA5;ABCA6;TXNIP;ABCD2;SLC22A3;CUBN;RAMP1;ABCG2;SLC29A4;SLC35F3;LRP1B;ABCA12;TCN1
GO:0007171,activation of transmembrane receptor protein tyrosine kinase activity (GO:0007171),6,3,0.414973843,7.229371316,0.005629873,0.104771405,154;284;3084,ADRB2;ANGPT1;NRG1
GO:0019530,taurine metabolic process (GO:0019530),6,3,0.414973843,7.229371316,0.005629873,0.104771405,2690;6776;1036,CDO1;GHR;STAT5A
GO:0110110,positive regulation of animal organ morphogenesis (GO:0110110),6,3,0.414973843,7.229371316,0.005629873,0.104771405,947;650;2625,BMP2;CD34;GATA3
GO:0071503,response to heparin (GO:0071503),6,3,0.414973843,7.229371316,0.005629873,0.104771405,338328;6422;1958,GPIHBP1;SFRP1;EGR1
GO:2001223,negative regulation of neuron migration (GO:2001223),6,3,0.414973843,7.229371316,0.005629873,0.104771405,6376;63923;1281,CX3CL1;TNN;COL3A1
GO:0098596,imitative learning (GO:0098596),6,3,0.414973843,7.229371316,0.005629873,0.104771405,64220;9378;26047,NRXN1;CNTNAP2;STRA6
GO:0042297,vocal learning (GO:0042297),6,3,0.414973843,7.229371316,0.005629873,0.104771405,64220;9378;26047,NRXN1;CNTNAP2;STRA6
GO:0072178,nephric duct morphogenesis (GO:0072178),6,3,0.414973843,7.229371316,0.005629873,0.104771405,2719;2625;130497,OSR1;GPC3;GATA3
GO:1902043,positive regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902043),6,3,0.414973843,7.229371316,0.005629873,0.104771405,5366;6422;467,SFRP1;ATF3;PMAIP1
GO:0010756,positive regulation of plasminogen activation (GO:0010756),6,3,0.414973843,7.229371316,0.005629873,0.104771405,3249;7123;2161,CLEC3B;F12;HPN
GO:0048660,regulation of smooth muscle cell proliferation (GO:0048660),49,9,3.388953054,2.655687422,0.005831156,0.108182351,5468;3479;3569;347;1906;6376;8013;348093;4969,CX3CL1;PPARG;APOD;OGN;IGF1;IL6;EDN1;RBPMS2;NR4A3
GO:0015980,energy derivation by oxidation of organic compounds (GO:0015980),25,6,1.729057681,3.470098232,0.006113205,0.112031942,3952;10891;3953;55022;8013;112609,LEP;LEPR;PID1;PPARGC1A;MRAP2;NR4A3
GO:2000311,regulation of AMPA receptor activity (GO:2000311),25,6,1.729057681,3.470098232,0.006113205,0.112031942,154;5649;23542;23237;27092;729993,RELN;ADRB2;ARC;MAPK8IP2;CACNG4;SHISA9
GO:0060314,regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314),25,6,1.729057681,3.470098232,0.006113205,0.112031942,1756;9472;57158;845;3270;2946,DMD;JPH2;GSTM2;AKAP6;CASQ2;HRC
GO:0043949,regulation of cAMP-mediated signaling (GO:0043949),25,6,1.729057681,3.470098232,0.006113205,0.112031942,5577;2770;5138;5140;114804;50940,PDE2A;PDE11A;GNAI1;PDE3B;RNF157;PRKAR2B
GO:0010631,epithelial cell migration (GO:0010631),41,8,2.835654596,2.821218075,0.006283637,0.113792792,3815;2196;2191;55612;54443;3868;6286;23189,ANLN;S100P;KIT;FAT2;KANK1;FAP;FERMT1;KRT16
GO:0045923,positive regulation of fatty acid metabolic process (GO:0045923),18,5,1.24492153,4.016317398,0.006285012,0.113792792,5468;51085;9370;10891;8013,ADIPOQ;MLXIPL;PPARG;PPARGC1A;NR4A3
GO:0050918,positive chemotaxis (GO:0050918),18,5,1.24492153,4.016317398,0.006285012,0.113792792,2255;2252;284;4233;6376,CX3CL1;ANGPT1;MET;FGF10;FGF7
GO:0010613,positive regulation of cardiac muscle hypertrophy (GO:0010613),18,5,1.24492153,4.016317398,0.006285012,0.113792792,9472;3479;1906;8013;5152,AKAP6;PDE9A;IGF1;EDN1;NR4A3
GO:1903580,positive regulation of ATP metabolic process (GO:1903580),33,7,2.282356138,3.067006013,0.006465935,0.115416173,3479;51085;8671;10891;5207;55022;5209,MLXIPL;PFKFB1;PID1;PPARGC1A;SLC4A4;IGF1;PFKFB3
GO:0050919,negative chemotaxis (GO:0050919),33,7,2.282356138,3.067006013,0.006465935,0.115416173,80031;57556;10371;223117;56920;6586;59352,SEMA3G;SEMA3D;LGR6;SEMA6D;SEMA6A;SLIT3;SEMA3A
GO:0055001,muscle cell development (GO:0055001),33,7,2.282356138,3.067006013,0.006465935,0.115416173,1756;3479;6382;23493;287;4629;274,DMD;MYH11;ANK2;BIN1;IGF1;HEY2;SDC1
GO:0007095,mitotic G2 DNA damage checkpoint signaling (GO:0007095),33,7,2.282356138,3.067006013,0.006465935,0.115416173,63967;983;5347;641;51514;8555;168448,CDK1;DTL;CLSPN;PLK1;CDC14B;CDC14C;BLM
GO:0070372,regulation of ERK1 and ERK2 cascade (GO:0070372),235,27,16.2531422,1.661217239,0.006470679,0.115416173,9368;2255;6366;4916;4915;1956;284;8685;57556;948;650;2335;2047;2247;168667;7049;255743;9370;10252;6376;7010;1848;10253;5320;81610;55885;80310,SPRY2;NTRK2;CX3CL1;FN1;FAM83D;EPHB1;FGF2;ADIPOQ;TGFBR3;CD36;BMPER;BMP2;EGFR;ANGPT1;DUSP6;PDGFD;CCL21;SEMA6A;SPRY1;NTRK3;FGF10;MARCO;SLC9A3R1;NPNT;TEK;LMO3;PLA2G2A
GO:0035725,sodium ion transmembrane transport (GO:0035725),87,13,6.017120728,2.160501773,0.006596007,0.117303542,6329;6326;6335;6332;6328;55800;11254;6327;6330;8671;6523;477;482,SCN4B;SCN3A;ATP1A2;SCN2B;SCN3B;SCN4A;SCN2A;ATP1B2;SLC4A4;SCN9A;SLC6A14;SCN7A;SLC5A1
GO:0031349,positive regulation of defense response (GO:0031349),97,14,6.708743801,2.086828834,0.006714747,0.119062961,6622;7292;4023;5734;5138;185;1050;6376;101;115362;85480;90865;5320;51704,TSLP;CX3CL1;PDE2A;LPL;SNCA;IL33;TNFSF4;ADAM8;PTGER4;GPRC5B;GBP5;AGTR1;CEBPA;PLA2G2A
GO:0051258,protein polymerization (GO:0051258),59,10,4.080576126,2.450634345,0.006759483,0.119503686,2934;11170;81624;10810;11065;27338;11076;845;51673;79649,UBE2C;FAM107A;GSN;DIAPH3;WASF3;UBE2S;CASQ2;TPPP;MAP7D3;TPPP3
GO:0043117,positive regulation of vascular permeability (GO:0043117),12,4,0.829947687,4.819580878,0.007184748,0.124459707,284;5138;654;27134,PDE2A;ANGPT1;BMP6;TJP3
GO:1902548,negative regulation of cellular response to vascular endothelial growth factor stimulus (GO:1902548),12,4,0.829947687,4.819580878,0.007184748,0.124459707,7498;57556;10253;1634,SPRY2;SEMA6A;DCN;XDH
GO:0007077,mitotic nuclear membrane disassembly (GO:0007077),12,4,0.829947687,4.819580878,0.007184748,0.124459707,983;5347;891;9133,CDK1;PLK1;CCNB2;CCNB1
GO:0046068,cGMP metabolic process (GO:0046068),12,4,0.829947687,4.819580878,0.007184748,0.124459707,5138;4881;4882;5152,PDE2A;NPR1;NPR2;PDE9A
GO:0015669,gas transport (GO:0015669),12,4,0.829947687,4.819580878,0.007184748,0.124459707,358;3043;362;4151,HBB;AQP1;AQP5;MB
GO:0051782,negative regulation of cell division (GO:0051782),12,4,0.829947687,4.819580878,0.007184748,0.124459707,9212;641;23594;10628,AURKB;TXNIP;ORC6;BLM
GO:0000727,double-strand break repair via break-induced replication (GO:0000727),12,4,0.829947687,4.819580878,0.007184748,0.124459707,8317;4173;8318;51659,CDC45;MCM4;CDC7;GINS2
GO:0010594,regulation of endothelial cell migration (GO:0010594),88,13,6.086283036,2.135950616,0.007263366,0.125460036,2246;284;2625;1906;2822;2247;168667;57381;7010;1634;306;5764;84913,ATOH8;FGF1;FGF2;BMPER;PTN;RHOJ;GPLD1;ANGPT1;DCN;ANXA3;EDN1;TEK;GATA3
GO:1900087,positive regulation of G1/S transition of mitotic cell cycle (GO:1900087),26,6,1.798219988,3.336632915,0.007491032,0.126841103,301;2255;1956;3373;990;9510,CDC6;ANXA1;ADAMTS1;EGFR;HYAL1;FGF10
GO:0042573,retinoic acid metabolic process (GO:0042573),26,6,1.798219988,3.336632915,0.007491032,0.126841103,56603;220;8854;125;126;124,ADH1C;ALDH1A2;ADH1A;ADH1B;ALDH1A3;CYP26B1
GO:0001656,metanephros development (GO:0001656),26,6,1.798219988,3.336632915,0.007491032,0.126841103,2255;64321;5727;4435;7477;130497,OSR1;SOX17;FGF10;PTCH1;CITED1;WNT7B
GO:0001885,endothelial cell development (GO:0001885),26,6,1.798219988,3.336632915,0.007491032,0.126841103,5138;54538;4233;10411;26051;64102,TNMD;PDE2A;RAPGEF3;MET;PPP1R16B;ROBO4
GO:1901016,regulation of potassium ion transmembrane transporter activity (GO:1901016),26,6,1.798219988,3.336632915,0.007491032,0.126841103,3753;287;845;7881;482;2273,KCNE1;FHL1;KCNAB1;CASQ2;ATP1B2;ANK2
GO:1901342,regulation of vasculature development (GO:1901342),26,6,1.798219988,3.336632915,0.007491032,0.126841103,10563;3952;3569;2247;168667;6422,LEP;SFRP1;FGF2;BMPER;IL6;CXCL13
GO:0045589,regulation of regulatory T cell differentiation (GO:0045589),26,6,1.798219988,3.336632915,0.007491032,0.126841103,7292;259307;1378;2175;8784;50943,TNFSF4;FOXP3;IL4I1;FANCA;TNFRSF18;CR1
GO:0007193,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway (GO:0007193),60,10,4.149738433,2.409790439,0.007621944,0.128371478,1128;111;196883;64805;150;2774;8685;2770;9590;5138,GNAL;PDE2A;P2RY12;ADCY4;AKAP12;GNAI1;ADCY5;MARCO;ADRA2A;CHRM1
GO:0045600,positive regulation of fat cell differentiation (GO:0045600),51,9,3.527277668,2.551542818,0.007632395,0.128371478,7538;5468;4023;650;5919;7704;5743;6422;55885,ZBTB16;SFRP1;LPL;BMP2;PPARG;PTGS2;ZFP36;LMO3;RARRES2
GO:0060048,cardiac muscle contraction (GO:0060048),34,7,2.351518446,2.976799954,0.007666838,0.128371478,2934;1756;55800;6327;6330;477;845,DMD;SCN4B;ATP1A2;SCN2B;SCN3B;GSN;CASQ2
GO:0010524,positive regulation of calcium ion transport into cytosol (GO:0010524),34,7,2.351518446,2.976799954,0.007666838,0.128371478,9472;6622;825;857;3627;4283;6376,CX3CL1;CAV1;SNCA;CXCL10;CAPN3;AKAP6;CXCL9
GO:0017015,regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),99,14,6.847068415,2.044670675,0.008031961,0.131520655,7048;857;2348;6664;7049;4435;63976;10252;10253;8425;1149;54756;54829;1028,SPRY2;CAV1;CIDEA;LTBP4;TGFBR3;TGFBR2;CDKN1C;SPRY1;IL17RD;FOLR1;CITED1;PRDM16;ASPN;SOX11
GO:0086003,cardiac muscle cell contraction (GO:0086003),19,5,1.314083837,3.804932272,0.008051838,0.131520655,2934;3753;55800;6327;6330,SCN4B;KCNE1;SCN2B;SCN3B;GSN
GO:0061384,heart trabecula morphogenesis (GO:0061384),19,5,1.314083837,3.804932272,0.008051838,0.131520655,1901;3084;7049;5950;7010,RBP4;TGFBR3;S1PR1;NRG1;TEK
GO:1900746,regulation of vascular endothelial growth factor signaling pathway (GO:1900746),19,5,1.314083837,3.804932272,0.008051838,0.131520655,7498;57556;147372;10253;1634,SPRY2;SEMA6A;CCBE1;DCN;XDH
GO:0006112,energy reserve metabolic process (GO:0006112),19,5,1.314083837,3.804932272,0.008051838,0.131520655,3952;3953;55022;5837;112609,LEP;LEPR;PYGM;PID1;MRAP2
GO:0001658,branching involved in ureteric bud morphogenesis (GO:0001658),19,5,1.314083837,3.804932272,0.008051838,0.131520655,2246;650;2247;255743;4435,FGF1;FGF2;BMP2;CITED1;NPNT
GO:0014031,mesenchymal cell development (GO:0014031),19,5,1.314083837,3.804932272,0.008051838,0.131520655,3084;1000;23493;6664;2296,NRG1;HEY2;FOXC1;CDH2;SOX11
GO:0030856,regulation of epithelial cell differentiation (GO:0030856),19,5,1.314083837,3.804932272,0.008051838,0.131520655,857;2625;130497;23764;81575,CAV1;OSR1;MAFF;APOLD1;GATA3
GO:0070542,response to fatty acid (GO:0070542),19,5,1.314083837,3.804932272,0.008051838,0.131520655,4023;948;2308;5166;55022,PDK4;LPL;CD36;FOXO1;PID1
GO:0010810,regulation of cell-substrate adhesion (GO:0010810),43,8,2.973979211,2.689998629,0.008441223,0.137507298,79625;255743;8322;6376;1842;5212;10551;10391,CX3CL1;VIT;CORO2B;FZD4;ECM2;NPNT;NDNF;AGR2
GO:0071705,nitrogen compound transport (GO:0071705),141,18,9.751885318,1.845796932,0.008495164,0.138011983,10267;11254;9429;8140;23657;6545;358;80736;6581;3043;1906;1063;222962;8029;6947;10628;53353;148641,CENPF;HBB;AQP1;TXNIP;SLC22A3;CUBN;SLC6A14;RAMP1;EDN1;SLC7A5;ABCG2;SLC29A4;SLC44A4;SLC35F3;SLC7A11;LRP1B;SLC7A4;TCN1
GO:0001932,regulation of protein phosphorylation (GO:0001932),263,29,18.1896868,1.594310024,0.008595888,0.139271929,9368;2255;2252;7498;1894;4916;4915;1956;3952;2246;284;8685;650;5919;2335;2247;168667;9370;3953;7010;55022;3270;4318;467;146433;57161;5329;401265;284654,NTRK2;LEP;FN1;FGF1;LEPR;FGF2;ADIPOQ;ECT2;BMPER;BMP2;KLHL31;PELI2;EGFR;ANGPT1;PID1;NTRK3;FGF10;ATF3;IL34;MMP9;PLAUR;MARCO;SLC9A3R1;FGF7;TEK;HRC;RSPO1;RARRES2;XDH
GO:0043434,response to peptide hormone (GO:0043434),52,9,3.596439976,2.502474686,0.008678318,0.139853533,301;3952;857;2770;7049;4435;1583;5105;6776,LEP;CAV1;ANXA1;PCK1;TGFBR3;CYP11A1;STAT5A;GNAI1;CITED1
GO:0030514,negative regulation of BMP signaling pathway (GO:0030514),52,9,3.596439976,2.502474686,0.008678318,0.139853533,5468;650;168667;658;91851;64388;348093;51232;25928,CHRDL1;BMPER;BMP2;PPARG;SOSTDC1;CRIM1;GREM2;BMPR1B;RBPMS2
GO:2000145,regulation of cell motility (GO:2000145),131,17,9.060262246,1.87632538,0.008838769,0.140831704,2255;2252;6366;1956;2246;3084;9928;154810;4248;2625;84612;54538;91584;2247;5168;9542;9079,KIF14;NRG2;FGF1;FGF2;ENPP2;LDB2;AMOTL1;EGFR;MGAT3;CCL21;PLXNA4;FGF10;ROBO4;NRG1;FGF7;PARD6B;GATA3
GO:0042981,regulation of apoptotic process (GO:0042981),738,68,51.04178273,1.332241869,0.008984588,0.140831704,301;6622;4804;1894;1956;3479;284;9928;130399;825;3569;51129;3627;7481;358;4057;983;4085;5347;650;3202;7153;2537;84883;63924;8626;9833;2308;5366;3249;51176;2822;1960;4435;6422;130497;6376;1869;7010;4318;213;1848;332;8835;81788;274;3725;847;1410;10253;85480;943;6491;3169;54507;1311;5329;50649;3875;1149;92291;114804;8793;153769;25803;10562;80034;23321,SPRY2;TSLP;HOXA5;CDK1;COMP;CX3CL1;TOP2A;PLK1;CIDEC;MELK;KIF14;BIRC5;CRYAB;OSR1;ANXA1;SFRP1;CIDEA;NUAK2;STIL;ECT2;TNFRSF10D;SNCA;CXCL10;AQP1;ACVR1C;BMP2;E2F1;EGFR;MAD2L1;NGFR;JUN;GPLD1;FOXO1;LEF1;CAPN3;ANGPT1;DUSP6;EGR3;ARHGEF4;ALB;SOCS2;OLFM4;TP63;CAT;ANGPTL4;MMP9;IFI6;CSRNP3;PLAUR;ADAMTSL4;BIN1;CITED1;IGF1;TRIM2;IL6;WNT11;TEK;AIFM2;TNFRSF8;PMAIP1;RNF157;HPN;SH3RF2;KRT18;FOXA1;LTF;CAPN13;SPDEF
GO:1902808,positive regulation of cell cycle G1/S phase transition (GO:1902808),35,7,2.420680753,2.891748527,0.009024683,0.140831704,301;2255;1956;3373;2146;81610;9510,FAM83D;ANXA1;ADAMTS1;EZH2;EGFR;HYAL1;FGF10
GO:0060541,respiratory system development (GO:0060541),35,7,2.420680753,2.891748527,0.009024683,0.140831704,2252;2246;64220;2247;7477;5950;1050,FGF1;RBP4;FGF2;FGF7;CEBPA;STRA6;WNT7B
GO:1903522,regulation of blood circulation (GO:1903522),35,7,2.420680753,2.891748527,0.009024683,0.140831704,1674;185;30819;5348;10659;6271;27129,FXYD1;KCNIP2;HSPB7;DES;CELF2;AGTR1;S100A1
GO:0097746,blood vessel diameter maintenance (GO:0097746),35,7,2.420680753,2.891748527,0.009024683,0.140831704,1373;185;1910;4881;1906;1907;10365,NPR1;EDNRB;CPS1;EDN1;KLF2;EDN2;AGTR1
GO:0051384,response to glucocorticoid (GO:0051384),27,6,1.867382295,3.213053918,0.009079417,0.140831704,7538;301;11170;3569;6586;2908,FAM107A;ANXA1;NR3C1;ZFP36;SLIT3;IL6
GO:0031109,microtubule polymerization or depolymerization (GO:0031109),27,6,1.867382295,3.213053918,0.009079417,0.140831704,9928;81930;11004;11076;51673;79649,KIF2C;KIF14;KIF18A;TPPP;MAP7D3;TPPP3
GO:0030193,regulation of blood coagulation (GO:0030193),27,6,1.867382295,3.213053918,0.009079417,0.140831704,857;947;2191;1906;7035;2161,CAV1;TFPI;FAP;CD34;F12;EDN1
GO:0045429,positive regulation of nitric oxide biosynthetic process (GO:0045429),27,6,1.867382295,3.213053918,0.009079417,0.140831704,948;5743;3043;1906;10365;9314,HBB;CD36;KLF4;PTGS2;EDN1;KLF2
GO:0045860,positive regulation of protein kinase activity (GO:0045860),153,19,10.581833,1.795530131,0.009315066,0.140831704,154;6622;6366;1894;150;22974;63967;7048;9928;4057;1062;2209;5649;1958;146433;2146;4921;51704;23531,TPX2;CLSPN;KIF14;RELN;CENPE;ADRB2;EGR1;ECT2;EZH2;SNCA;TGFBR2;GPRC5B;CCL21;FCGR1A;IL34;DDR2;MMD;ADRA2A;LTF
GO:2001280,positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280),7,3,0.484136151,6.196603985,0.00934817,0.140831704,301;5743;225,ANXA1;ABCD2;PTGS2
GO:0031340,positive regulation of vesicle fusion (GO:0031340),7,3,0.484136151,6.196603985,0.00934817,0.140831704,301;6622;8447,ANXA1;SNCA;DOC2B
GO:0007599,hemostasis (GO:0007599),7,3,0.484136151,6.196603985,0.00934817,0.140831704,554;64805;7450,AVPR2;P2RY12;VWF
GO:0014842,regulation of skeletal muscle satellite cell proliferation (GO:0014842),7,3,0.484136151,6.196603985,0.00934817,0.140831704,284;2047;2247,EPHB1;FGF2;ANGPT1
GO:2000544,regulation of endothelial cell chemotaxis to fibroblast growth factor (GO:2000544),7,3,0.484136151,6.196603985,0.00934817,0.140831704,10563;2246;2247,FGF1;FGF2;CXCL13
GO:0046850,regulation of bone remodeling (GO:0046850),7,3,0.484136151,6.196603985,0.00934817,0.140831704,3952;6422;3953,LEP;LEPR;SFRP1
GO:0061042,vascular wound healing (GO:0061042),7,3,0.484136151,6.196603985,0.00934817,0.140831704,4162;79625;947,CD34;MCAM;NDNF
GO:0060347,heart trabecula formation (GO:0060347),7,3,0.484136151,6.196603985,0.00934817,0.140831704,7049;5950;7010,RBP4;TGFBR3;TEK
GO:0036155,acylglycerol acyl-chain remodeling (GO:0036155),7,3,0.484136151,6.196603985,0.00934817,0.140831704,84649;11343;57104,DGAT2;MGLL;PNPLA2
GO:0043589,skin morphogenesis (GO:0043589),7,3,0.484136151,6.196603985,0.00934817,0.140831704,26154;1278;1277,ABCA12;COL1A1;COL1A2
GO:0032352,positive regulation of hormone metabolic process (GO:0032352),7,3,0.484136151,6.196603985,0.00934817,0.140831704,2625;3249;1958,EGR1;HPN;GATA3
GO:2000271,positive regulation of fibroblast apoptotic process (GO:2000271),7,3,0.484136151,6.196603985,0.00934817,0.140831704,8626;6422;56981,SFRP1;PRDM11;TP63
GO:0006957,"complement activation, alternative pathway (GO:0006957)",7,3,0.484136151,6.196603985,0.00934817,0.140831704,1378;1675;629,CFD;CFB;CR1
GO:1902746,regulation of lens fiber cell differentiation (GO:1902746),7,3,0.484136151,6.196603985,0.00934817,0.140831704,2247;10252;10253,SPRY2;FGF2;SPRY1
GO:0038063,collagen-activated tyrosine kinase receptor signaling pathway (GO:0038063),7,3,0.484136151,6.196603985,0.00934817,0.140831704,1277;4921;1288,DDR2;COL4A6;COL1A1
GO:0090307,mitotic spindle assembly (GO:0090307),44,8,3.043141518,2.628862297,0.009707643,0.144635608,22974;9212;24137;29127;9493;3832;3833;9055,KIF4A;TPX2;KIF11;KIFC1;KIF23;PRC1;AURKB;RACGAP1
GO:0048754,branching morphogenesis of an epithelial tube (GO:0048754),44,8,3.043141518,2.628862297,0.009707643,0.144635608,2255;7048;650;2247;54922;255743;4435;4233,FGF2;TGFBR2;BMP2;MET;RASIP1;FGF10;CITED1;NPNT
GO:0006898,receptor-mediated endocytosis (GO:0006898),143,18,9.890209933,1.81998159,0.00978075,0.144635608,154;6622;6288;857;133;10267;8685;2348;948;2209;7436;3043;858;11031;213;8029;4360;53353,CAV1;SAA1;ADRB2;CAV2;HBB;SNCA;CD36;ALB;FCGR1A;CUBN;RAB31;RAMP1;FOLR1;MARCO;MRC1;VLDLR;ADM;LRP1B
GO:0055119,relaxation of cardiac muscle (GO:0055119),13,4,0.899109994,4.448843887,0.009817223,0.144635608,2934;477;2946;5997,ATP1A2;GSN;RGS2;GSTM2
GO:0035162,embryonic hemopoiesis (GO:0035162),13,4,0.899109994,4.448843887,0.009817223,0.144635608,3815;7048;7173;6886,KIT;TGFBR2;TAL1;TPO
GO:0019934,cGMP-mediated signaling (GO:0019934),13,4,0.899109994,4.448843887,0.009817223,0.144635608,5138;358;948;5152,PDE2A;CD36;AQP1;PDE9A
GO:0010224,response to UV-B (GO:0010224),13,4,0.899109994,4.448843887,0.009817223,0.144635608,4311;3373;1396;4239,MME;HYAL1;MFAP4;CRIP1
GO:0090266,regulation of mitotic cell cycle spindle assembly checkpoint (GO:0090266),13,4,0.899109994,4.448843887,0.009817223,0.144635608,4085;891;10403;1843,NDC80;CCNB1;MAD2L1;DUSP1
GO:0030207,chondroitin sulfate catabolic process (GO:0030207),13,4,0.899109994,4.448843887,0.009817223,0.144635608,3373;1462;633;1634,BGN;HYAL1;VCAN;DCN
GO:0071310,cellular response to organic substance (GO:0071310),122,16,8.437801481,1.896228542,0.009868173,0.145030775,9472;2690;150;7048;130399;10267;4311;6586;51176;658;6422;55022;8835;5784;9314;7123,MME;CLEC3B;SFRP1;TGFBR2;ACVR1C;PTPN14;LEF1;GHR;KLF4;PID1;AKAP6;SOCS2;SLIT3;RAMP1;BMPR1B;ADRA2A
GO:1901990,regulation of mitotic cell cycle phase transition (GO:1901990),187,22,12.93335145,1.701028545,0.010085514,0.145663798,5577;22974;9928;11065;991;27338;701;983;4085;6790;5347;891;1062;1063;1869;10733;4751;990;8555;54443;168448;3161,NEK2;TPX2;CENPF;UBE2C;CDK1;HMMR;ANLN;PLK1;AURKA;KIF14;CCNB1;BUB1B;CDC20;CENPE;CDC6;CDC14B;E2F1;MAD2L1;UBE2S;PLK4;CDC14C;PRKAR2B
GO:0015908,fatty acid transport (GO:0015908),20,5,1.383246144,3.614685658,0.010135596,0.145663798,5468;2167;2180;948;28965,FABP4;CD36;PPARG;SLC27A6;ACSL1
GO:0051783,regulation of nuclear division (GO:0051783),20,5,1.383246144,3.614685658,0.010135596,0.145663798,858;9088;4751;83987;4288,NEK2;PKMYT1;MKI67;CAV2;CCDC8
GO:0003009,skeletal muscle contraction (GO:0003009),20,5,1.383246144,3.614685658,0.010135596,0.145663798,4621;7138;7140;6769;342667,TNNT3;STAC2;TNNT1;MYH3;STAC
GO:0010738,regulation of protein kinase A signaling (GO:0010738),20,5,1.383246144,3.614685658,0.010135596,0.145663798,9472;154;5577;9590;9370,ADRB2;ADIPOQ;AKAP6;AKAP12;PRKAR2B
GO:0048566,embryonic digestive tract development (GO:0048566),20,5,1.383246144,3.614685658,0.010135596,0.145663798,64220;5919;6664;91461;348093,PKDCC;RBPMS2;RARRES2;STRA6;SOX11
GO:0046887,positive regulation of hormone secretion (GO:0046887),20,5,1.383246144,3.614685658,0.010135596,0.145663798,6696;6664;1906;338442;4828,HCAR2;SPP1;EDN1;NMB;SOX11
GO:0040036,regulation of fibroblast growth factor receptor signaling pathway (GO:0040036),20,5,1.383246144,3.614685658,0.010135596,0.145663798,2247;23213;10252;10253;90993,SPRY2;FGF2;SULF1;SPRY1;CREB3L1
GO:0010971,positive regulation of G2/M transition of mitotic cell cycle (GO:0010971),20,5,1.383246144,3.614685658,0.010135596,0.145663798,983;891;993;8317;51514,CDK1;DTL;CCNB1;CDC7;CDC25A
GO:0050714,positive regulation of protein secretion (GO:0050714),72,11,4.97968612,2.208974569,0.010153574,0.145663798,3479;79971;8660;654;4826;8447;5950;101;8736;338442;25924,RBP4;MYOM1;NNAT;ADAM8;HCAR2;IRS2;BMP6;WLS;IGF1;DOC2B;MYRIP
GO:0050731,positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731),133,17,9.198586861,1.848109961,0.010227115,0.146021825,3815;2255;2252;2690;3479;284;3569;2209;5649;55024;654;5168;5753;146433;85480;8784;51704,TSLP;RELN;KIT;ENPP2;GHR;ANGPT1;GPRC5B;FGF10;FCGR1A;IL34;BMP6;IGF1;IL6;FGF7;TNFRSF18;PTK6;BANK1
GO:0007178,transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),133,17,9.198586861,1.848109961,0.010227115,0.146021825,7048;3624;130399;650;7122;7049;353500;56963;654;658;55273;4435;1281;3725;2353;1278;2662,INHBA;BMP8A;GDF10;CLDN5;TGFBR3;TMEM100;TGFBR2;ACVR1C;BMP2;JUN;RGMA;FOS;BMP6;CITED1;BMPR1B;COL3A1;COL1A2
