geneSet,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:0018108,peptidyl-tyrosine phosphorylation (GO:0018108),68,10,4.689177254,2.132570269,0.017570926,0.214807791,3815;2690;660;2048;2042;5649;2202;5156;2260;91461,BMX;RELN;EPHA3;GHR;PKDCC;FGFR1;KIT;EFEMP1;PDGFRA;EPHB2
GO:0060070,canonical Wnt signaling pathway (GO:0060070),68,10,4.689177254,2.132570269,0.017570926,0.214807791,857;2535;120892;7483;6422;7472;8324;4929;7482;85458,NR4A2;SFRP1;LRRK2;CAV1;DIXDC1;FZD7;WNT2B;FZD2;WNT2;WNT9A
GO:0071320,cellular response to cAMP (GO:0071320),31,6,2.13771316,2.806737645,0.017617741,0.214807791,65010;9472;5138;358;10411;3488,AQP1;PDE2A;SLC26A6;RAPGEF3;AKAP6;IGFBP5
GO:0032715,negative regulation of interleukin-6 production (GO:0032715),31,6,2.13771316,2.806737645,0.017617741,0.214807791,2621;3071;23208;6376;11213;4345,GAS6;CX3CL1;NCKAP1L;CD200;IRAK3;SYT11
GO:0048638,regulation of developmental growth (GO:0048638),31,6,2.13771316,2.806737645,0.017617741,0.214807791,2690;3479;51804;10439;4897;6495,OLFM1;GHR;SIX4;IGF1;NRCAM;SIX1
GO:0009895,negative regulation of catabolic process (GO:0009895),49,8,3.378965962,2.367588218,0.01794738,0.218384015,2316;150;341;4085;9759;11213;863;26471,FLNA;MAD2L1;ADRA2A;CBFA2T3;HDAC4;IRAK3;APOC1;NUPR1
GO:0045428,regulation of nitric oxide biosynthetic process (GO:0045428),40,7,2.758339561,2.537758621,0.018280735,0.221004126,857;947;1191;5740;10365;493;9314,KLF2;CD34;KLF4;CLU;CAV1;PTGIS;ATP2B4
GO:0044273,sulfur compound catabolic process (GO:0044273),40,7,2.758339561,2.537758621,0.018280735,0.221004126,3373;79094;1634;1464;4958;4969;5549,OGN;PRELP;DCN;HYAL1;OMD;CSPG4;CHAC1
GO:0030195,negative regulation of blood coagulation (GO:0030195),40,7,2.758339561,2.537758621,0.018280735,0.221004126,947;5156;2;7035;2157;2159;2161,F10;A2M;CD34;F8;TFPI;PDGFRA;F12
GO:0043534,blood vessel endothelial cell migration (GO:0043534),23,5,1.586045248,3.152495181,0.018309775,0.221004126,6722;9353;1960;2247;3164,NR4A1;EGR3;FGF2;SRF;SLIT2
GO:1901990,regulation of mitotic cell cycle phase transition (GO:1901990),187,21,12.89523745,1.628508206,0.018515326,0.223037329,5577;22974;9928;11065;991;701;983;4085;6790;5347;891;1062;1063;1869;10733;4751;9735;990;54443;3398;3161,AURKA;KNTC1;KIF14;CENPF;UBE2C;NEK2;CDC6;CDC20;PLK1;TPX2;BUB1B;CCNB1;CDK1;CENPE;HMMR;PLK4;PRKAR2B;ANLN;MAD2L1;E2F1;ID2
GO:0014070,response to organic cyclic compound (GO:0014070),59,9,4.068550853,2.212089839,0.018959437,0.227930357,5244;6696;7226;120892;6422;3488;6347;2099;85315,SFRP1;LRRK2;SPP1;CCL2;TRPM2;PAQR8;ABCB4;ESR1;IGFBP5
GO:0043406,positive regulation of MAP kinase activity (GO:0043406),69,10,4.758135743,2.101663454,0.019322525,0.231369917,3815;150;2247;120892;22943;2260;146433;2146;80310;148252,FGF2;LRRK2;IL34;EZH2;FGFR1;ADRA2A;PDGFD;KIT;DIRAS1;DKK1
GO:0071277,cellular response to calcium ion (GO:0071277),69,10,4.758135743,2.101663454,0.019322525,0.231369917,1894;4208;7226;6263;83849;23208;5563;3707;25932;10235,RASGRP2;MEF2C;RYR3;ECT2;TRPM2;ITPKB;SYT15;CLIC4;SYT11;PRKAA2
GO:0043087,regulation of GTPase activity (GO:0043087),188,21,12.96419594,1.619845928,0.019540437,0.233514044,375790;6366;5909;1894;4915;10979;2042;54922;120892;10411;6422;6376;11149;6347;5592;132864;10235;2146;65078;9824;55843,SFRP1;RASGRP2;LRRK2;EPHA3;RTN4R;CPEB2;ARHGAP11A;CX3CL1;FERMT2;ECT2;CCL2;BVES;RAPGEF3;EZH2;ARHGAP15;RAP1GAP;PRKG1;AGRN;CCL21;NTRK2;RASIP1
GO:0070252,actin-mediated cell contraction (GO:0070252),9,3,0.620626401,4.833825944,0.020051441,0.235994594,2934;55742;70,ACTC1;GSN;PARVA
GO:0060575,intestinal epithelial cell differentiation (GO:0060575),9,3,0.620626401,4.833825944,0.020051441,0.235994594,140628;2627;3572,GATA5;GATA6;IL6ST
GO:0090129,positive regulation of synapse maturation (GO:0090129),9,3,0.620626401,4.833825944,0.020051441,0.235994594,991;9378;5649,RELN;NRXN1;CDC20
GO:0002691,regulation of cellular extravasation (GO:0002691),9,3,0.620626401,4.833825944,0.020051441,0.235994594,83700;10562;683,JAM3;OLFM4;BST1
GO:0098883,synapse pruning (GO:0098883),9,3,0.620626401,4.833825944,0.020051441,0.235994594,6376;22943;718,CX3CL1;C3;DKK1
GO:0046602,regulation of mitotic centrosome separation (GO:0046602),9,3,0.620626401,4.833825944,0.020051441,0.235994594,3832;1111;4751,NEK2;KIF11;CHEK1
GO:1901617,organic hydroxy compound biosynthetic process (GO:1901617),50,8,3.447924451,2.320236453,0.020116379,0.235994594,1593;9023;51302;8309;8864;51422;6713;1717,ACOX2;PER2;CH25H;CYP39A1;PRKAG2;DHCR7;CYP27A1;SQLE
GO:0030449,regulation of complement activation (GO:0030449),50,8,3.447924451,2.320236453,0.020116379,0.235994594,1191;718;5199;715;716;3078;3075;730,C7;CFP;CLU;C3;CFHR1;C1R;CFH;C1S
GO:0043408,regulation of MAPK cascade (GO:0043408),166,19,11.44710918,1.659807704,0.020272104,0.235994594,23043;3815;154;4915;1902;3479;150;3569;857;2045;2247;7049;6376;1843;2260;57161;4920;4919;6237,DUSP1;IL6;FGF2;TGFBR3;EPHA7;CAV1;CX3CL1;LPAR1;ROR1;FGFR1;ADRA2A;IGF1;KIT;PELI2;ADRB2;TNIK;RRAS;NTRK2;ROR2
GO:0051899,membrane depolarization (GO:0051899),32,6,2.206671649,2.719027094,0.020454697,0.235994594,8912;6332;3757;857;785;6324,SCN7A;CAV1;CACNA1H;KCNH2;CACNB4;SCN1B
GO:0007202,activation of phospholipase C activity (GO:0007202),32,6,2.206671649,2.719027094,0.020454697,0.235994594,395;1909;4915;627;6401;1902,ARHGAP6;LPAR1;BDNF;EDNRA;SELE;NTRK2
GO:0090049,regulation of cell migration involved in sprouting angiogenesis (GO:0090049),32,6,2.206671649,2.719027094,0.020454697,0.235994594,4223;2247;57381;10000;9314;90627,RHOJ;FGF2;STARD13;KLF4;MEOX2;AKT3
GO:0001889,liver development (GO:0001889),32,6,2.206671649,2.719027094,0.020454697,0.235994594,23242;3569;6790;7049;144455;79733,IL6;AURKA;TGFBR3;E2F7;E2F8;COBL
GO:0001953,negative regulation of cell-matrix adhesion (GO:0001953),32,6,2.206671649,2.719027094,0.020454697,0.235994594,11170;395;10395;9723;347;4321,FAM107A;ARHGAP6;SEMA3E;DLC1;APOD;MMP12
GO:0031326,regulation of cellular biosynthetic process (GO:0031326),32,6,2.206671649,2.719027094,0.020454697,0.235994594,1066;5563;5166;51422;4286;718,PDK4;C3;PRKAG2;CES1;MITF;PRKAA2
GO:2000310,regulation of NMDA receptor activity (GO:2000310),32,6,2.206671649,2.719027094,0.020454697,0.235994594,1740;4208;2048;5649;23542;6347,RELN;MEF2C;DLG2;CCL2;MAPK8IP2;EPHB2
GO:0031111,negative regulation of microtubule polymerization or depolymerization (GO:0031111),32,6,2.206671649,2.719027094,0.020454697,0.235994594,6622;22974;2258;25999;3925;89795,TPX2;FGF13;NAV3;STMN1;CLIP3;SNCA
GO:0033144,negative regulation of intracellular steroid hormone receptor signaling pathway (GO:0033144),32,6,2.206671649,2.719027094,0.020454697,0.235994594,6943;6422;1408;672;5187;25959,PER1;TCF21;SFRP1;CRY2;BRCA1;KANK2
GO:1904064,positive regulation of cation transmembrane transport (GO:1904064),41,7,2.82729805,2.475862069,0.020773198,0.237790059,2316;9472;3757;3779;287;3778;3782,ANK2;KCNMB1;KCNN3;KCNMA1;FLNA;KCNH2;AKAP6
GO:0070316,regulation of G0 to G1 transition (GO:0070316),41,7,2.82729805,2.475862069,0.020773198,0.237790059,1111;6241;8317;1869;672;5888;2146,CDC7;BRCA1;RAD51;CHEK1;RRM2;E2F1;EZH2
GO:0070169,positive regulation of biomineral tissue development (GO:0070169),41,7,2.82729805,2.475862069,0.020773198,0.237790059,4208;6546;2201;2824;9636;9365;91461,MEF2C;PKDCC;ISG15;GPM6B;FBN2;KL;SLC8A1
GO:0046320,regulation of fatty acid oxidation (GO:0046320),16,4,1.103335824,3.625369458,0.02096635,0.237790059,10891;5166;51422;8013,PDK4;NR4A3;PPARGC1A;PRKAG2
GO:0007158,neuron cell-cell adhesion (GO:0007158),16,4,1.103335824,3.625369458,0.02096635,0.237790059,9379;9378;152330;9369,NRXN1;CNTN4;NRXN2;NRXN3
GO:0150118,negative regulation of cell-substrate junction organization (GO:0150118),16,4,1.103335824,3.625369458,0.02096635,0.237790059,11170;395;10395;347,FAM107A;ARHGAP6;DLC1;APOD
GO:0051895,negative regulation of focal adhesion assembly (GO:0051895),16,4,1.103335824,3.625369458,0.02096635,0.237790059,11170;395;10395;347,FAM107A;ARHGAP6;DLC1;APOD
GO:1904706,negative regulation of vascular associated smooth muscle cell proliferation (GO:1904706),16,4,1.103335824,3.625369458,0.02096635,0.237790059,7168;4208;5592;1264,CNN1;MEF2C;TPM1;PRKG1
GO:0070593,dendrite self-avoidance (GO:0070593),16,4,1.103335824,3.625369458,0.02096635,0.237790059,152330;57549;91624;23022,NEXN;PALLD;CNTN4;IGSF9
GO:1901701,cellular response to oxygen-containing compound (GO:1901701),320,32,22.06671649,1.450147783,0.021840587,0.245491345,7538;5244;65010;7168;9472;3569;5138;358;1511;5142;4208;2920;9353;114548;2042;493;6263;10411;7483;6422;7472;8324;5166;5156;55022;3488;6347;8013;2353;1958;558;2099,PDK4;NR4A3;IL6;CTSG;ZFP36;AQP1;PDE2A;SFRP1;FOS;EGR1;PDE4B;SLC26A6;MEF2C;EPHA3;PID1;SLIT2;RYR3;FZD7;CCL2;AXL;RAPGEF3;TPM1;AKAP6;CXCL2;WNT2;NLRP3;ATP2B4;ABCB4;ESR1;WNT9A;PDGFRA;IGFBP5
GO:0007528,neuromuscular junction development (GO:0007528),24,5,1.655003737,3.021141215,0.021849587,0.245491345,375790;783;785;120892;23024,LRRK2;PDZRN3;CACNB2;AGRN;CACNB4
GO:0000132,establishment of mitotic spindle orientation (GO:0000132),24,5,1.655003737,3.021141215,0.021849587,0.245491345,4085;5347;10403;1058;89958,SAPCD2;CENPA;PLK1;NDC80;MAD2L1
GO:0055013,cardiac muscle cell development (GO:0055013),24,5,1.655003737,3.021141215,0.021849587,0.245491345,70;6546;4629;5156;8470,ACTC1;SORBS2;MYH11;PDGFRA;SLC8A1
GO:0055075,potassium ion homeostasis (GO:0055075),24,5,1.655003737,3.021141215,0.021849587,0.245491345,3757;477;3778;482;84561,ATP1A2;ATP1B2;SLC12A8;KCNMA1;KCNH2
GO:0044089,positive regulation of cellular component biogenesis (GO:0044089),91,12,6.275222502,1.912282791,0.022118245,0.247584306,10435;11117;1191;11076;81620;3373;6376;4312;7037;6886;11346;171024,SYNPO2;TPPP;CDC42EP2;CLU;HYAL1;CDT1;SYNPO;CX3CL1;EMILIN1;MMP1;TFRC;TAL1
GO:0019216,regulation of lipid metabolic process (GO:0019216),91,12,6.275222502,1.912282791,0.022118245,0.247584306,32;6319;857;341;51422;3398;6713;1717;12;388121;83643;114898,TNFAIP8L3;C1QTNF2;CAV1;ACACB;SERPINA3;CCDC3;SCD;ID2;PRKAG2;DHCR7;APOC1;SQLE
GO:0019722,calcium-mediated signaling (GO:0019722),102,13,7.033765881,1.848227567,0.022876242,0.255118901,6401;5737;185;775;287;1910;6262;6546;7226;6403;1827;10231;120892,RCAN2;AGTR1;ANK2;EDNRB;PTGFR;LRRK2;RCAN1;SELP;TRPM2;SELE;RYR2;SLC8A1;CACNA1C
GO:0071417,cellular response to organonitrogen compound (GO:0071417),102,13,7.033765881,1.848227567,0.022876242,0.255118901,65010;9472;5138;358;4208;9353;7226;6263;10411;6422;672;3488;1958,AQP1;PDE2A;SFRP1;EGR1;SLC26A6;MEF2C;BRCA1;SLIT2;RYR3;RAPGEF3;AKAP6;TRPM2;IGFBP5
GO:0001933,negative regulation of protein phosphorylation (GO:0001933),146,17,10.0679394,1.688528241,0.023347345,0.259890542,5167;1756;6622;857;5144;9353;11117;2048;120892;6422;51422;22943;91663;55022;5590;25937;2192,SFRP1;LRRK2;MYADM;PID1;CAV1;SLIT2;PDE4D;DMD;EMILIN1;WWTR1;PRKAG2;FBLN1;EPHB2;PRKCZ;DKK1;SNCA;ENPP1
GO:0050853,B cell receptor signaling pathway (GO:0050853),33,6,2.275630138,2.636632333,0.023586023,0.261096842,3071;5579;974;660;596;4208,BMX;PRKCB;MEF2C;BCL2;CD79B;NCKAP1L
GO:0055001,muscle cell development (GO:0055001),33,6,2.275630138,2.636632333,0.023586023,0.261096842,1756;3479;287;6546;4629;274,ANK2;BIN1;DMD;IGF1;MYH11;SLC8A1
GO:0035065,regulation of histone acetylation (GO:0035065),33,6,2.275630138,2.636632333,0.023586023,0.261096842,6622;1111;10891;10411;93649;672,MYOCD;BRCA1;PPARGC1A;CHEK1;RAPGEF3;SNCA
GO:0001932,regulation of protein phosphorylation (GO:0001932),263,27,18.13608261,1.488744873,0.024734919,0.273311756,23043;2252;1894;4915;284;2621;3690;9353;2048;2045;2247;120892;3953;3082;91663;55022;7037;718;467;146433;57161;25999;25937;2192;64061;894;683,FGF2;LRRK2;IL34;GAS6;MYADM;FGF7;PID1;EPHA7;SLIT2;ATF3;CCND2;ECT2;TSPYL2;C3;WWTR1;LEPR;HGF;CLIP3;PELI2;FBLN1;TFRC;TNIK;NTRK2;ITGB3;EPHB2;ANGPT1;BST1
GO:0043254,regulation of protein-containing complex assembly (GO:0043254),114,14,7.861267749,1.780883243,0.02496226,0.274737495,2934;10435;1191;11076;81620;6403;225689;4312;7037;6812;5590;1410;55355;6886,TPPP;CRYAB;CDC42EP2;GSN;HJURP;CLU;CDT1;SELP;MAPK15;MMP1;TFRC;PRKCZ;TAL1;STXBP1
GO:0031333,negative regulation of protein-containing complex assembly (GO:0031333),52,8,3.585841429,2.23099659,0.025001066,0.274737495,9928;5734;83700;1191;22943;5590;1410;7067,CRYAB;KIF14;CLU;JAM3;THRA;PTGER4;PRKCZ;DKK1
GO:0001667,ameboidal-type cell migration (GO:0001667),52,8,3.585841429,2.23099659,0.025001066,0.274737495,309;6663;154810;54437;55698;9723;7869;56920,SOX10;SEMA5B;SEMA3G;ANXA6;SEMA3E;SEMA3B;AMOTL1;RADIL
GO:0032091,negative regulation of protein binding (GO:0032091),72,10,4.96501121,2.014094143,0.025342731,0.277477511,154;489;857;6790;9212;10763;120892;22943;3078;9532,AURKA;LRRK2;CAV1;NES;BAG2;AURKB;CFHR1;ATP2A3;ADRB2;DKK1
GO:0000904,cell morphogenesis involved in differentiation (GO:0000904),72,10,4.96501121,2.014094143,0.025342731,0.277477511,55742;9928;3690;10979;55698;4208;5649;8516;10319;11149,ITGA8;RELN;KIF14;MEF2C;LAMC3;FERMT2;BVES;ITGB3;PARVA;RADIL
GO:0090022,regulation of neutrophil chemotaxis (GO:0090022),25,5,1.723962226,2.900295567,0.025805409,0.278534955,6366;83700;3071;9353;683,SLIT2;JAM3;NCKAP1L;CCL21;BST1
GO:0031114,regulation of microtubule depolymerization (GO:0031114),25,5,1.723962226,2.900295567,0.025805409,0.278534955,22974;4130;4131;2258;89795,TPX2;FGF13;NAV3;MAP1B;MAP1A
GO:0098901,regulation of cardiac muscle cell action potential (GO:0098901),25,5,1.723962226,2.900295567,0.025805409,0.278534955,857;775;287;6262;2258,ANK2;CAV1;FGF13;RYR2;CACNA1C
GO:0060314,regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314),25,5,1.723962226,2.900295567,0.025805409,0.278534955,1756;9472;5144;57158;845,CASQ2;JPH2;PDE4D;DMD;AKAP6
GO:1902430,negative regulation of amyloid-beta formation (GO:1902430),17,4,1.172294313,3.412112431,0.025956435,0.278534955,4915;3479;1191;274,CLU;BIN1;IGF1;NTRK2
GO:0014911,positive regulation of smooth muscle cell migration (GO:0014911),17,4,1.172294313,3.412112431,0.025956435,0.278534955,3479;3488;8013;9510,NR4A3;ADAMTS1;IGF1;IGFBP5
GO:0010959,regulation of metal ion transport (GO:0010959),17,4,1.172294313,3.412112431,0.025956435,0.278534955,596;287;5350;781,ANK2;PLN;BCL2;CACNA2D1
GO:0014742,positive regulation of muscle hypertrophy (GO:0014742),17,4,1.172294313,3.412112431,0.025956435,0.278534955,3479;9464;8013;3572,NR4A3;HAND2;IL6ST;IGF1
GO:1903579,negative regulation of ATP metabolic process (GO:1903579),17,4,1.172294313,3.412112431,0.025956435,0.278534955,9759;55022;863;26471,PID1;CBFA2T3;HDAC4;NUPR1
GO:0034199,activation of protein kinase A activity (GO:0034199),17,4,1.172294313,3.412112431,0.025956435,0.278534955,111;196883;108;5577,ADCY5;ADCY4;PRKAR2B;ADCY2
GO:0034097,response to cytokine (GO:0034097),148,17,10.20585638,1.665710292,0.026258377,0.278534955,9472;6622;1116;6401;3570;6722;596;9759;6403;55022;9636;11213;3572;1440;3977;3899;7079,AFF3;SRF;PID1;CSF3;IL6ST;BCL2;SELP;AKAP6;LIFR;TIMP4;SELE;HDAC4;IRAK3;ISG15;IL6R;CHI3L1;SNCA
GO:0010389,regulation of G2/M transition of mitotic cell cycle (GO:0010389),148,17,10.20585638,1.665710292,0.026258377,0.278534955,5577;22974;9928;983;6790;5347;891;1063;993;8317;995;10733;23194;4751;51514;3161;2273,FHL1;AURKA;KIF14;CENPF;DTL;NEK2;CDC7;CDC25C;PLK1;TPX2;CCNB1;CDK1;HMMR;PLK4;CDC25A;PRKAR2B;FBXL7
GO:0071375,cellular response to peptide hormone stimulus (GO:0071375),104,13,7.171682859,1.812684729,0.026398389,0.278534955,5167;111;196883;108;5577;3625;10580;857;3164;4929;6517;8013;132864,NR4A1;NR4A3;NR4A2;ADCY5;SLC2A4;SORBS1;CAV1;ADCY4;CPEB2;PRKAR2B;INHBB;ENPP1;ADCY2
GO:0050796,regulation of insulin secretion (GO:0050796),104,13,7.171682859,1.812684729,0.026398389,0.278534955,111;150;3625;3569;26154;775;6659;8864;4826;3708;10411;6422;25924,IL6;ADCY5;ITPR1;SFRP1;MYRIP;SOX4;PER2;NNAT;RAPGEF3;ADRA2A;ABCA12;INHBB;CACNA1C
GO:0045005,DNA-dependent DNA replication maintenance of fidelity (GO:0045005),43,7,2.965215028,2.360705694,0.026446986,0.278534955,10293;8914;29980;641;5888;146956;4796,TIMELESS;TONSL;EME1;BLM;TRAIP;RAD51;DONSON
GO:0070374,positive regulation of ERK1 and ERK2 cascade (GO:0070374),171,19,11.79190162,1.611275315,0.026707506,0.278534955,6366;1116;4915;284;2621;10979;9464;1880;2247;5156;6376;6347;5590;5320;4920;4919;388121;80310;152007,TNFAIP8L3;FGF2;GAS6;HAND2;PLA2G2A;GPR183;CX3CL1;FERMT2;CCL2;ROR1;PDGFD;CCL21;NTRK2;GLIPR2;CHI3L1;PDGFRA;ROR2;PRKCZ;ANGPT1
GO:0031145,anaphase-promoting complex-dependent catabolic process (GO:0031145),83,11,5.723554589,1.921882604,0.026828681,0.278534955,11065;991;701;983;4085;6790;9212;9232;5347;891;6502,AURKA;UBE2C;CDC20;PLK1;BUB1B;CCNB1;CDK1;AURKB;SKP2;MAD2L1;PTTG1
GO:0051973,positive regulation of telomerase activity (GO:0051973),34,6,2.344588627,2.559084323,0.02702296,0.278534955,9212;4609;225689;4751;9314;25849,KLF4;NEK2;AURKB;PARM1;MAPK15;MYC
GO:0043537,negative regulation of blood vessel endothelial cell migration (GO:0043537),34,6,2.344588627,2.559084323,0.02702296,0.278534955,4208;4223;2247;493;9314;90627,FGF2;STARD13;MEF2C;KLF4;MEOX2;ATP2B4
GO:0060562,epithelial tube morphogenesis (GO:0060562),34,6,2.344588627,2.559084323,0.02702296,0.278534955,388;4208;9353;54922;64321;6262,SOX17;MEF2C;RHOB;SLIT2;RYR2;RASIP1
GO:0021953,central nervous system neuron differentiation (GO:0021953),34,6,2.344588627,2.559084323,0.02702296,0.278534955,4915;6659;7472;4929;23017;9760,FAIM2;NR4A2;SOX4;WNT2;NTRK2;TOX
GO:0009650,UV protection (GO:0009650),10,3,0.68958489,4.35044335,0.027200136,0.278534955,2237;4239;51435,MFAP4;FEN1;SCARA3
GO:2000756,regulation of peptidyl-lysine acetylation (GO:2000756),10,3,0.68958489,4.35044335,0.027200136,0.278534955,5563;93649;28999,MYOCD;KLF15;PRKAA2
GO:0071379,cellular response to prostaglandin stimulus (GO:0071379),10,3,0.68958489,4.35044335,0.027200136,0.278534955,5737;5734;6422,PTGFR;SFRP1;PTGER4
GO:0106030,neuron projection fasciculation (GO:0106030),10,3,0.68958489,4.35044335,0.027200136,0.278534955,152330;4897;2048,CNTN4;NRCAM;EPHB2
GO:0045820,negative regulation of glycolytic process (GO:0045820),10,3,0.68958489,4.35044335,0.027200136,0.278534955,9759;863;26471,CBFA2T3;HDAC4;NUPR1
GO:1900543,negative regulation of purine nucleotide metabolic process (GO:1900543),10,3,0.68958489,4.35044335,0.027200136,0.278534955,9759;863;26471,CBFA2T3;HDAC4;NUPR1
GO:1901841,regulation of high voltage-gated calcium channel activity (GO:1901841),10,3,0.68958489,4.35044335,0.027200136,0.278534955,783;5142;781,PDE4B;CACNB2;CACNA2D1
GO:0006171,cAMP biosynthetic process (GO:0006171),10,3,0.68958489,4.35044335,0.027200136,0.278534955,111;196883;108,ADCY5;ADCY4;ADCY2
GO:2000757,negative regulation of peptidyl-lysine acetylation (GO:2000757),10,3,0.68958489,4.35044335,0.027200136,0.278534955,6622;672;28999,BRCA1;KLF15;SNCA
GO:0035493,SNARE complex assembly (GO:0035493),10,3,0.68958489,4.35044335,0.027200136,0.278534955,6622;6812;29091,STXBP6;STXBP1;SNCA
GO:1900120,regulation of receptor binding (GO:1900120),10,3,0.68958489,4.35044335,0.027200136,0.278534955,489;627;64388,GREM2;BDNF;ATP2A3
GO:0010559,regulation of glycoprotein biosynthetic process (GO:0010559),10,3,0.68958489,4.35044335,0.027200136,0.278534955,6366;3479;64168,NECAB1;IGF1;CCL21
GO:1902947,regulation of tau-protein kinase activity (GO:1902947),10,3,0.68958489,4.35044335,0.027200136,0.278534955,1191;22943;1958,EGR1;CLU;DKK1
GO:0033314,mitotic DNA replication checkpoint signaling (GO:0033314),10,3,0.68958489,4.35044335,0.027200136,0.278534955,63967;990;4998,ORC1;CLSPN;CDC6
GO:0030949,positive regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030949),10,3,0.68958489,4.35044335,0.027200136,0.278534955,3690;5579;3678,PRKCB;ITGA5;ITGB3
GO:0001867,"complement activation, lectin pathway (GO:0001867)",10,3,0.68958489,4.35044335,0.027200136,0.278534955,4239;78989;5648,MFAP4;MASP1;COLEC11
GO:2001214,positive regulation of vasculogenesis (GO:2001214),10,3,0.68958489,4.35044335,0.027200136,0.278534955,947;55273;6237,CD34;TMEM100;RRAS
GO:0050871,positive regulation of B cell activation (GO:0050871),53,8,3.654799918,2.188902314,0.027730068,0.282517696,3569;3071;596;4208;2048;1880;7037;683,IL6;MEF2C;GPR183;BCL2;NCKAP1L;TFRC;EPHB2;BST1
GO:0048738,cardiac muscle tissue development (GO:0048738),53,8,3.654799918,2.188902314,0.027730068,0.282517696,70;56999;140628;6444;653;2627;4487;93649,MYOCD;GATA5;BMP5;ACTC1;GATA6;MSX1;SGCD;ADAMTS9
GO:0002697,regulation of immune effector process (GO:0002697),53,8,3.654799918,2.188902314,0.027730068,0.282517696,1191;718;5199;715;716;3078;3075;730,C7;CFP;CLU;C3;CFHR1;C1R;CFH;C1S
GO:0031532,actin cytoskeleton reorganization (GO:0031532),63,9,4.344384809,2.07163969,0.027999102,0.284303338,2316;2934;55742;23043;8572;1901;3815;2252;221981,GSN;PDLIM4;FGF7;FLNA;S1PR1;KIT;TNIK;THSD7A;PARVA
GO:0072657,protein localization to membrane (GO:0072657),195,21,13.44690536,1.561697613,0.027999929,0.284303338,375790;2316;23043;2621;857;10267;10979;26154;1740;783;9379;9378;287;2258;91663;6812;9863;30846;254887;92162;7871,ANK2;TMEM88;NRXN1;RAMP1;DLG2;GAS6;MYADM;CAV1;FGF13;EHD2;FLNA;FERMT2;MAGI2;CACNB2;NRXN2;SLMAP;AGRN;ABCA12;ZDHHC23;TNIK;STXBP1
GO:0006302,double-strand break repair (GO:0006302),161,18,11.10231673,1.621283236,0.0288386,0.29232517,322;10721;1763;2237;9319;83990;672;9401;641;5888;7516;10635;113130;3838;675;146956;4796;25900,XRCC2;RECQL4;TONSL;POLQ;EME1;CDCA5;DNA2;BLM;TRIP13;KPNA2;BRCA1;RAD51AP1;RAD51;BRIP1;APBB1;IFFO1;BRCA2;FEN1
GO:0034109,homotypic cell-cell adhesion (GO:0034109),44,7,3.034173517,2.307053292,0.029644824,0.299487455,2316;3690;1465;5156;1048;6812;10398,MYL9;FLNA;CSRP1;CEACAM5;ITGB3;PDGFRA;STXBP1
GO:0003208,cardiac ventricle morphogenesis (GO:0003208),44,7,3.034173517,2.307053292,0.029644824,0.299487455,7168;7139;7048;4208;2294;6659;7049,FOXF1;TGFBR2;TGFBR3;SOX4;MEF2C;TPM1;TNNT2
GO:0032392,DNA geometric change (GO:0032392),26,5,1.792920715,2.788745737,0.030191024,0.299964046,1763;80119;9401;641;3149,RECQL4;HMGB3;DNA2;BLM;PIF1
GO:0051155,positive regulation of striated muscle cell differentiation (GO:0051155),26,5,1.792920715,2.788745737,0.030191024,0.299964046,221662;9472;3479;4208;93649,MYOCD;RBM24;MEF2C;AKAP6;IGF1
GO:1900087,positive regulation of G1/S transition of mitotic cell cycle (GO:1900087),26,5,1.792920715,2.788745737,0.030191024,0.299964046,3373;990;9510;894;27085,ADAMTS1;CDC6;HYAL1;CCND2;MTBP
GO:0001885,endothelial cell development (GO:0001885),26,5,1.792920715,2.788745737,0.030191024,0.299964046,5138;5144;6781;10411;91663,PDE2A;MYADM;PDE4D;RAPGEF3;STC1
GO:0043010,camera-type eye development (GO:0043010),26,5,1.792920715,2.788745737,0.030191024,0.299964046,775;10763;2201;2202;5308,NES;EFEMP1;FBN2;CACNA1C;PITX2
GO:0032272,negative regulation of protein polymerization (GO:0032272),26,5,1.792920715,2.788745737,0.030191024,0.299964046,6622;9353;91663;25999;3925,MYADM;SLIT2;STMN1;CLIP3;SNCA
GO:0032330,regulation of chondrocyte differentiation (GO:0032330),26,5,1.792920715,2.788745737,0.030191024,0.299964046,7704;2202;7483;81792;91461,ZBTB16;PKDCC;EFEMP1;WNT9A;ADAMTS12
GO:1901016,regulation of potassium ion transmembrane transporter activity (GO:1901016),26,5,1.792920715,2.788745737,0.030191024,0.299964046,287;845;3755;482;2273,FHL1;ANK2;ATP1B2;CASQ2;KCNG1
GO:0031641,regulation of myelination (GO:0031641),26,5,1.792920715,2.788745737,0.030191024,0.299964046,9928;11076;1959;58494;163175,LGI4;TPPP;JAM2;KIF14;EGR2
GO:0021782,glial cell development (GO:0021782),26,5,1.792920715,2.788745737,0.030191024,0.299964046,6663;11076;6659;56978;118738,TPPP;SOX10;SOX4;PRDM8;ZNF488
GO:0051893,regulation of focal adhesion assembly (GO:0051893),54,8,3.723758408,2.148367086,0.03065846,0.303265849,11170;395;10395;10979;2042;347;6422;2824,FAM107A;ARHGAP6;SFRP1;EPHA3;FERMT2;DLC1;GPM6B;APOD
