TERM_ID	TERM	OVERLAPP_VALUE	ADJUSTED_P_VALUE	OLD_P_VALUE	OLD_ADJUSTED_P_VALUE	ODDS_RATIO	COMBINED_SCORE	GENES
GO:0035259	glucocorticoid receptor binding (GO:0035259)	3/9	0.013491655248379513	0.11813424961385964	0	0	7.913720538720539	34.0739792266922	NR4A2;NR4A1;NR4A3
GO:0045499	chemorepellent activity (GO:0045499)	5/25	0.014541351475340256	0.12429393284874171	0	0	3.9605817875210794	16.756266497857606	SEMA5B;EPHA7;SEMA3B;SEMA3G;SEMA3E
GO:0004629	phospholipase C activity (GO:0004629)	5/25	0.014541351475340256	0.12429393284874171	0	0	3.9605817875210794	16.756266497857606	EDNRA;PLCB4;PLCL1;BDKRB2;PLCD4
GO:0005125	cytokine activity (GO:0005125)	18/173	0.015090688884708998	0.12747193669671836	0	0	1.846778318620576	7.7447924154414025	IL33;CSF3;WNT2B;TSLP;CCL21;IL34;BMP8B;INHBB;INHBA;WNT9A;FGF2;CXCL2;CX3CL1;BMP5;IL6;CXCL12;CCL2;WNT2
GO:0005005	transmembrane-ephrin receptor activity (GO:0005005)	4/17	0.015955988610621093	0.13018636161847663	0	0	4.872270105631521	20.16106907395405	EPHA7;EFNA3;EPHB2;EPHA3
GO:0015278	calcium-release channel activity (GO:0015278)	4/17	0.015955988610621093	0.13018636161847663	0	0	4.872270105631521	20.16106907395405	RYR2;TRPM2;ITPR1;RYR3
GO:0005003	ephrin receptor activity (GO:0005003)	4/17	0.015955988610621093	0.13018636161847663	0	0	4.872270105631521	20.16106907395405	EPHA7;EFNA3;EPHB2;EPHA3
GO:0000987	cis-regulatory region sequence-specific DNA binding (GO:0000987)	86/1149	0.016337714906346033	0.13180313823321854	0	0	1.2992818923647322	5.345608264528839	ZNF331;THRA;SIX1;HIF3A;MEOX2;MEOX1;NR3C2;SOX17;SIX4;MYC;MYB;MYBL2;PITX2;PITX1;JUNB;SOX7;SOX4;PKNOX2;MEF2C;EBF1;TFEB;MITF;EBF3;FOS;ETV4;SOX10;KLF15;FOXP2;HIC1;ZEB2;ZEB1;TAL1;IRF5;PGR;ATF3;JDP2;CREB5;HDAC4;ZNF671;ZNF471;NFIX;HLF;ZBTB47;CEBPD;UHRF1;SRF;GATA6;CREM;GATA5;NACC2;ATOH8;PRDM16;E2F1;E2F2;OTX1;ZNF423;E2F7;E2F8;ZSCAN18;EGR1;EGR2;EGR3;JUND;FOXF1;ZBTB16;NR2F1;SMAD9;TBX5;KLF4;ESR1;KLF2;NFATC4;POU6F1;FOSL1;NR4A2;PER1;NR4A1;KLF6;NR4A3;NFIA;NFIB;MAFF;KLF9;FOSB;ZNF135;ZFP28
GO:0046982	protein heterodimerization activity (GO:0046982)	19/188	0.01696083219954119	0.1353097502141175	0	0	1.7880727830845973	7.289701989253192	TOP2A;AOC3;MEF2C;TPM2;TPM1;IRAK3;ATP1A2;ATP1B2;ADRA2A;AURKA;NR4A2;NR4A1;CEACAM6;AGTR1;BCL2;BDKRB2;RCC1;PAFAH1B3;ATF3
GO:0005347	ATP transmembrane transporter activity (GO:0005347)	3/10	0.018431266172239412	0.13642937228523608	0	0	6.782828282828283	27.08862749039041	SLC25A23;SLC25A4;SLC25A25
GO:0035497	cAMP response element binding (GO:0035497)	3/10	0.018431266172239412	0.13642937228523608	0	0	6.782828282828283	27.08862749039041	NR4A3;CREB3L1;CREB5
GO:0008603	cAMP-dependent protein kinase regulator activity (GO:0008603)	3/10	0.018431266172239412	0.13642937228523608	0	0	6.782828282828283	27.08862749039041	PRKAR2B;PRKAG2;PKIG
GO:0008331	high voltage-gated calcium channel activity (GO:0008331)	3/10	0.018431266172239412	0.13642937228523608	0	0	6.782828282828283	27.08862749039041	CACNB2;CACNB4;CACNA1C
GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity (GO:0017017)	3/10	0.018431266172239412	0.13642937228523608	0	0	6.782828282828283	27.08862749039041	DUSP5;DUSP1;DUSP8
GO:0004955	prostaglandin receptor activity (GO:0004955)	3/10	0.018431266172239412	0.13642937228523608	0	0	6.782828282828283	27.08862749039041	PTGER4;PTGFR;PTGER3
GO:0008330	protein tyrosine/threonine phosphatase activity (GO:0008330)	3/10	0.018431266172239412	0.13642937228523608	0	0	6.782828282828283	27.08862749039041	DUSP5;DUSP1;DUSP8
GO:0070182	DNA polymerase binding (GO:0070182)	4/18	0.019568129988788496	0.14336650338724632	0	0	4.524010109519798	17.7967909998339	FANCI;CDT1;RAD51;FANCD2
GO:0005246	calcium channel regulator activity (GO:0005246)	6/37	0.020961016449496783	0.1505000981073869	0	0	3.0670477746018783	11.854418523152367	RRAD;NRXN1;ITPR1;NRXN2;PRKG1;GEM
GO:0005245	voltage-gated calcium channel activity (GO:0005245)	6/37	0.020961016449496783	0.1505000981073869	0	0	3.0670477746018783	11.854418523152367	CACNB2;CACNB4;CACNA2D1;NCS1;CACNA1C;CACNA1H
GO:0004252	serine-type endopeptidase activity (GO:0004252)	12/105	0.02221623836875682	0.1579332588986871	0	0	2.048318695449944	7.797809577089408	PCSK2;TPSD1;TPSB2;C1S;F10;C1R;HGF;F12;CTSG;MASP1;PCSK7;TPSAB1
GO:0005272	sodium channel activity (GO:0005272)	6/38	0.023675906872559053	0.16665981504409216	0	0	2.9710443037974685	11.121502226272868	GRIK5;GRIK3;SCN7A;SCN4B;CACNA1H;SCN1B
GO:0017166	vinculin binding (GO:0017166)	3/11	0.024238834792370018	0.1673411863550161	0	0	5.934659090909091	22.075740070732607	SYNM;DMD;CORO2B
GO:0005346	purine ribonucleotide transmembrane transporter activity (GO:0005346)	3/11	0.024238834792370018	0.1673411863550161	0	0	5.934659090909091	22.075740070732607	SLC25A23;SLC19A1;SLC25A25
GO:0035639	purine ribonucleoside triphosphate binding (GO:0035639)	38/460	0.026045528136796964	0.17810180192590686	0	0	1.4359942947102757	5.238376784652368	DIRAS3;PIF1;RASL12;BLM;ABCB1;RRAD;LRRK2;DIRAS1;KIF14;PRKAG2;ATP1A2;ABCA12;RND3;RERG;RNF112;TUBB6;RRAS;MTHFD1L;TUBB3;AKT3;ANXA6;PDK4;RAC3;ENPP1;GBP6;PLK1;RHOH;DARS2;IRAK3;HSPA2;GEM;RHOB;ACTA1;RAD51;ACTC1;KIFC1;RHOJ;TRIP13
GO:0005262	calcium channel activity (GO:0005262)	10/84	0.027284535588487577	0.18184537948558088	0	0	2.143739844840607	7.720540135247073	RYR2;CACNB2;TRPM2;CACNB4;SLC24A3;CACNA2D1;TRPC1;NCS1;ANXA6;CACNA1C
GO:0008270	zinc ion binding (GO:0008270)	29/336	0.02903047840571144	0.18184537948558088	0	0	1.504084275678797	5.323569454254366	ZNF331;HDAC4;BLM;ADH1C;ADH1B;UHRF1;MT1M;CRIP2;RNF112;CSRP1;ENPP2;ENPP1;TK1;SNCA;EGR1;BHMT2;PDE2A;ADAM33;MYRIP;S100B;KLF4;NAALADL1;MMP12;MMP13;ZEB1;RGN;MSRB3;ZFPM2;SMPDL3B
GO:0048156	tau protein binding (GO:0048156)	6/40	0.029789422839844402	0.18184537948558088	0	0	2.7959791511541328	9.823957620771154	BAG2;BIN1;MAP1A;S100B;CLU;SNCA
GO:0000295	adenine nucleotide transmembrane transporter activity (GO:0000295)	3/12	0.0309151169393659	0.18184537948558088	0	0	5.274971941638609	18.338492669850226	SLC25A23;SLC19A1;SLC25A25
GO:0005024	transforming growth factor beta-activated receptor activity (GO:0005024)	3/12	0.0309151169393659	0.18184537948558088	0	0	5.274971941638609	18.338492669850226	TGFBR3;LTBP4;TGFBR2
GO:0015269	calcium-activated potassium channel activity (GO:0015269)	3/12	0.0309151169393659	0.18184537948558088	0	0	5.274971941638609	18.338492669850226	KCNMB1;KCNMA1;KCNN3
GO:1902282	voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization (GO:1902282)	3/12	0.0309151169393659	0.18184537948558088	0	0	5.274971941638609	18.338492669850226	KCNH2;KCNE4;KCND3
GO:0140333	glycerophospholipid flippase activity (GO:0140333)	3/12	0.0309151169393659	0.18184537948558088	0	0	5.274971941638609	18.338492669850226	ABCB1;ATP8B2;ABCB4
GO:0033549	MAP kinase phosphatase activity (GO:0033549)	3/12	0.0309151169393659	0.18184537948558088	0	0	5.274971941638609	18.338492669850226	DUSP5;DUSP1;DUSP8
GO:0005261	cation channel activity (GO:0005261)	11/98	0.03125413875483657	0.18184537948558088	0	0	2.006058834989285	6.952204462400352	KCNG1;CACNB2;TRPM2;RYR2;SLC24A3;TRPC1;P2RX1;ANXA6;ABCC9;KCNK3;AQP1
GO:0086006	voltage-gated sodium channel activity involved in cardiac muscle cell action potential (GO:0086006)	2/5	0.03140505161032316	0.18184537948558088	0	0	10.544435099523408	36.49203885026066	SCN4B;SCN1B
GO:0042806	fucose binding (GO:0042806)	2/5	0.03140505161032316	0.18184537948558088	0	0	10.544435099523408	36.49203885026066	SELP;COLEC11
GO:0035594	ganglioside binding (GO:0035594)	2/5	0.03140505161032316	0.18184537948558088	0	0	10.544435099523408	36.49203885026066	CLIP3;RTN4R
GO:0016167	glial cell-derived neurotrophic factor receptor activity (GO:0016167)	2/5	0.03140505161032316	0.18184537948558088	0	0	10.544435099523408	36.49203885026066	GFRA1;GFRA3
GO:0005004	GPI-linked ephrin receptor activity (GO:0005004)	2/5	0.03140505161032316	0.18184537948558088	0	0	10.544435099523408	36.49203885026066	EPHA7;EPHA3
GO:0015277	kainate selective glutamate receptor activity (GO:0015277)	2/5	0.03140505161032316	0.18184537948558088	0	0	10.544435099523408	36.49203885026066	GRIK5;GRIK3
GO:0090554	phosphatidylcholine floppase activity (GO:0090554)	2/5	0.03140505161032316	0.18184537948558088	0	0	10.544435099523408	36.49203885026066	ABCB1;ABCB4
GO:0004528	phosphodiesterase I activity (GO:0004528)	2/5	0.03140505161032316	0.18184537948558088	0	0	10.544435099523408	36.49203885026066	ENPP2;ENPP1
GO:0004957	prostaglandin E receptor activity (GO:0004957)	2/5	0.03140505161032316	0.18184537948558088	0	0	10.544435099523408	36.49203885026066	PTGER4;PTGER3
GO:0042805	actinin binding (GO:0042805)	4/21	0.03323840003367204	0.18688072515255777	0	0	3.7250607066752566	12.680290827117714	CSRP1;SYNPO2;CACNA1C;PDLIM4
GO:0043027	cysteine-type endopeptidase inhibitor activity involved in apoptotic process (GO:0043027)	4/21	0.03323840003367204	0.18688072515255777	0	0	3.7250607066752566	12.680290827117714	BIRC5;GAS6;SNCA;BIRC3
GO:0004622	lysophospholipase activity (GO:0004622)	4/21	0.03323840003367204	0.18688072515255777	0	0	3.7250607066752566	12.680290827117714	PNPLA7;PLA2G4C;ENPP2;MGLL
GO:0005525	GTP binding (GO:0005525)	18/189	0.03331578387120807	0.18688072515255777	0	0	1.6725445326872168	5.689534884880728	GBP6;DIRAS3;RASL12;RRAD;LRRK2;DIRAS1;RHOH;RND3;GEM;RERG;RHOB;RNF112;TUBB6;RRAS;TUBB3;RHOJ;ANXA6;RAC3
GO:0008083	growth factor activity (GO:0008083)	10/87	0.03376135646408947	0.18791204605593984	0	0	2.059887614502348	6.979802355363129	CSF3;FGF7;IL6;BDNF;HGF;INHBA;AREG;FGF2;DKK1;HBEGF
GO:0008236	serine-type peptidase activity (GO:0008236)	13/125	0.035333554307036955	0.19514993840348102	0	0	1.8422644312393888	6.15854670154126	CFD;PCSK2;TPSD1;TPSB2;C1S;F10;C1R;HGF;F12;PCSK7;CTSG;MASP1;TPSAB1
GO:0004674	protein serine/threonine kinase activity (GO:0004674)	29/344	0.03777153008652261	0.20317959898308316	0	0	1.465251482118952	4.800456367161377	PRKAA2;LRRK2;TTK;PKMYT1;PRKCZ;AURKB;MYLK;AURKA;GRK5;RPS6KA2;CHEK1;AKT3;PBK;MAP3K8;NEK2;STK32B;PLK4;PRKCB;PLK1;HUNK;CDC7;IRAK3;MAPK15;CIT;TGFBR2;MELK;SBK1;CDK1;TNIK
GO:0005095	GTPase inhibitor activity (GO:0005095)	3/13	0.03845048833532989	0.20317959898308316	0	0	4.747222222222222	15.468272375925888	RHOH;SLIT2;CPEB2
GO:0031994	insulin-like growth factor I binding (GO:0031994)	3/13	0.03845048833532989	0.20317959898308316	0	0	4.747222222222222	15.468272375925888	IGFBP5;ITGB3;IGFBP6
GO:0046914	transition metal ion binding (GO:0046914)	36/445	0.038597867340961295	0.20317959898308316	0	0	1.402216365541549	4.563594846748344	ZNF331;HDAC4;BLM;FEN1;ADH1C;UHRF1;ADH1B;MT1M;ADCY2;CRIP2;RNF112;CSRP1;HEPH;ENPP2;ENPP1;AOX1;TK1;SNCA;AOC3;EGR1;BHMT2;PDE2A;ADAM33;MYRIP;KLF4;S100B;SOD3;NAALADL1;MMP12;MMP13;ZEB1;SCD;RGN;MSRB3;SMPDL3B;ZFPM2
GO:0005248	voltage-gated sodium channel activity (GO:0005248)	4/22	0.03876825217365236	0.20317959898308316	0	0	3.517925676308153	11.433798837421236	SCN7A;SCN4B;CACNA1H;SCN1B
GO:0035925	mRNA 3'-UTR AU-rich region binding (GO:0035925)	4/22	0.03876825217365236	0.20317959898308316	0	0	3.517925676308153	11.433798837421236	ZFP36;CPEB2;RBM24;RBMS3
GO:0008138	protein tyrosine/serine/threonine phosphatase activity (GO:0008138)	4/22	0.03876825217365236	0.20317959898308316	0	0	3.517925676308153	11.433798837421236	DUSP5;DUSP1;DUSP8;CDKN3
GO:0015079	potassium ion transmembrane transporter activity (GO:0015079)	5/32	0.03918063279215572	0.20385285757078123	0	0	2.9326712884891637	9.50060189030297	KCNG1;ABCC9;SLC12A8;KCNK3;AQP1
GO:0032559	adenyl ribonucleotide binding (GO:0032559)	26/306	0.043580178843955174	0.21961742734888454	0	0	1.4768669527896996	4.627249895803159	POPDC2;PIF1;BLM;ABCB1;KIF14;PRKAG2;ATP1A2;ABCA12;MTHFD1L;AKT3;PDK4;PDE4B;ENPP1;BVES;SLC19A1;PDE4D;PLK1;PDE2A;DARS2;IRAK3;HSPA2;ACTA1;RAD51;ACTC1;KIFC1;TRIP13
GO:0005267	potassium channel activity (GO:0005267)	10/91	0.04396900703910809	0.21961742734888454	0	0	1.9577466261067729	6.116529597238522	KCNG1;KCNH2;KCND3;GRIK5;KCNMB1;KCNMA1;GRIK3;ABCC9;KCNK3;AQP1
GO:0030215	semaphorin receptor binding (GO:0030215)	4/23	0.04479080510685508	0.21961742734888454	0	0	3.3325943333481134	10.35021286160955	SEMA5B;SEMA3B;SEMA3G;SEMA3E
GO:0004435	phosphatidylinositol phospholipase C activity (GO:0004435)	4/23	0.04479080510685508	0.21961742734888454	0	0	3.3325943333481134	10.35021286160955	EDNRA;PLCB4;BDKRB2;PLCD4
GO:0001665	alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity (GO:0001665)	2/6	0.045269330428460874	0.21961742734888454	0	0	7.907905803195963	24.475960968447986	ST6GALNAC3;ST6GALNAC6
GO:0009378	four-way junction helicase activity (GO:0009378)	2/6	0.045269330428460874	0.21961742734888454	0	0	7.907905803195963	24.475960968447986	RECQL4;BLM
GO:0031821	G protein-coupled serotonin receptor binding (GO:0031821)	2/6	0.045269330428460874	0.21961742734888454	0	0	7.907905803195963	24.475960968447986	GNAO1;GNA14
GO:0004923	leukemia inhibitory factor receptor activity (GO:0004923)	2/6	0.045269330428460874	0.21961742734888454	0	0	7.907905803195963	24.475960968447986	LIFR;IL6ST
GO:0004924	oncostatin-M receptor activity (GO:0004924)	2/6	0.045269330428460874	0.21961742734888454	0	0	7.907905803195963	24.475960968447986	LIFR;IL6ST
GO:0090555	phosphatidylethanolamine flippase activity (GO:0090555)	2/6	0.045269330428460874	0.21961742734888454	0	0	7.907905803195963	24.475960968447986	ABCB1;ABCB4
GO:0016888	endodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016888)	3/14	0.04682660372820298	0.22564766091845462	0	0	4.315426997245179	13.21083298691013	FEN1;EXO1;DNA2
GO:0005109	frizzled binding (GO:0005109)	5/34	0.04915204088888761	0.23527443572147538	0	0	2.7301273477932195	8.225428441259853	SFRP1;WNT2B;FZD7;WNT9A;WNT2
GO:0008198	ferrous iron binding (GO:0008198)	4/24	0.051305215331533385	0.24395460005325145	0	0	3.1657961246840776	9.402296939838042	HEPH;HAAO;CDO1;SNCA
GO:0016922	nuclear receptor binding (GO:0016922)	12/120	0.05394072227947118	0.2547989381359231	0	0	1.762416360380737	5.146025901995829	NR4A2;NR4A1;NR4A3;PRKCB;TGFB1I1;ARID5A;TCF21;TACC2;PPARGC1A;ESR1;PPARGC1B;RERG
GO:0008528	G protein-coupled peptide receptor activity (GO:0008528)	9/82	0.05458670070167596	0.25616503989413947	0	0	1.954245184618594	5.682876603748259	EDNRA;VIPR2;EDNRB;NPR1;BDKRB2;BDKRB1;SORCS1;PTH1R;SORCS2
GO:0086008	voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization (GO:0086008)	3/15	0.05601787026812361	0.2578258387981586	0	0	3.955597643097643	11.400366763085914	KCNH2;KCNE4;KCND3
GO:0042813	Wnt-activated receptor activity (GO:0042813)	3/15	0.05601787026812361	0.2578258387981586	0	0	3.955597643097643	11.400366763085914	FZD2;FZD7;ROR1
GO:0005520	insulin-like growth factor binding (GO:0005520)	3/15	0.05601787026812361	0.2578258387981586	0	0	3.955597643097643	11.400366763085914	IGFBP5;ITGB3;IGFBP6
GO:0008081	phosphoric diester hydrolase activity (GO:0008081)	5/36	0.06048334567579956	0.266698033739529	0	0	2.553718109122559	7.164168172166431	PLCB4;PLCL1;ENPP2;ENPP1;SMPDL3B
GO:0018455	alcohol dehydrogenase [NAD(P)+] activity (GO:0018455)	2/7	0.06091709962852752	0.266698033739529	0	0	6.325988225399495	17.70164190531105	ADH1C;ADHFE1
GO:0004024	alcohol dehydrogenase activity, zinc-dependent (GO:0004024)	2/7	0.06091709962852752	0.266698033739529	0	0	6.325988225399495	17.70164190531105	ADH1C;ADH1B
GO:0035184	histone threonine kinase activity (GO:0035184)	2/7	0.06091709962852752	0.266698033739529	0	0	6.325988225399495	17.70164190531105	PRKCB;CHEK1
GO:0031995	insulin-like growth factor II binding (GO:0031995)	2/7	0.06091709962852752	0.266698033739529	0	0	6.325988225399495	17.70164190531105	IGFBP5;IGFBP6
GO:0036041	long-chain fatty acid binding (GO:0036041)	2/7	0.06091709962852752	0.266698033739529	0	0	6.325988225399495	17.70164190531105	FABP4;OXER1
GO:0003680	minor groove of adenine-thymine-rich DNA binding (GO:0003680)	2/7	0.06091709962852752	0.266698033739529	0	0	6.325988225399495	17.70164190531105	MEF2C;HAND2
GO:0005113	patched binding (GO:0005113)	2/7	0.06091709962852752	0.266698033739529	0	0	6.325988225399495	17.70164190531105	CCNB1;CAV1
GO:0005216	ion channel activity (GO:0005216)	9/84	0.061847167640277395	0.2691288870649647	0	0	1.9019289340101524	5.293237447868038	TRPM2;GRIK5;TRPC1;P2RX1;GRIK3;ANXA6;ABCC9;KCNK3;GRIN2D
GO:0022843	voltage-gated cation channel activity (GO:0022843)	10/97	0.0629000126171273	0.2720615003560084	0	0	1.8221456587540268	5.040435565100878	KCNG1;KCNH2;CACNB2;CACNB4;KCND3;CACNA2D1;NCS1;KCNMA1;CACNA1C;GRIN2D
GO:0004518	nuclease activity (GO:0004518)	7/60	0.06472977865873716	0.2782992878860676	0	0	2.0922361040285566	5.727567315738896	FEN1;AZGP1;RNASEH2A;EXO1;ENPP1;RNASE4;DNA2
GO:0043138	3'-5' DNA helicase activity (GO:0043138)	3/16	0.06599275275657611	0.2803715768001281	0	0	3.651126651126651	9.924530251170575	RECQL4;BLM;MCM2
GO:0022821	potassium ion antiporter activity (GO:0022821)	3/16	0.06599275275657611	0.2803715768001281	0	0	3.651126651126651	9.924530251170575	SLC24A3;SLC9A7;SLC9A9
GO:0050681	androgen receptor binding (GO:0050681)	4/27	0.07375068619759524	0.30966662391738825	0	0	2.7524266510384234	7.1757551303757054	PRKCB;TGFB1I1;ARID5A;TCF21
GO:0046873	metal ion transmembrane transporter activity (GO:0046873)	4/27	0.07375068619759524	0.30966662391738825	0	0	2.7524266510384234	7.1757551303757054	ATP2A3;ITPR1;ATP2B4;AQP1
GO:0031690	adrenergic receptor binding (GO:0031690)	3/17	0.07671492706427901	0.3134178467669958	0	0	3.390151515151515	8.704752958798382	PDE4D;MAGI2;ADRA2A
GO:0000400	four-way junction DNA binding (GO:0000400)	3/17	0.07671492706427901	0.3134178467669958	0	0	3.390151515151515	8.704752958798382	BLM;XRCC2;HMGB3
GO:0004970	ionotropic glutamate receptor activity (GO:0004970)	3/17	0.07671492706427901	0.3134178467669958	0	0	3.390151515151515	8.704752958798382	GRIK5;GRIK3;GRIN2D
GO:0000405	bubble DNA binding (GO:0000405)	2/8	0.07808715428605253	0.3134178467669958	0	0	5.271376506868517	13.44163958557178	RECQL4;BLM
GO:0043184	vascular endothelial growth factor receptor 2 binding (GO:0043184)	2/8	0.07808715428605253	0.3134178467669958	0	0	5.271376506868517	13.44163958557178	ITGB3;ITGA5
GO:0042609	CD4 receptor binding (GO:0042609)	2/8	0.07808715428605253	0.3134178467669958	0	0	5.271376506868517	13.44163958557178	PLSCR4;CD22
GO:0043121	neurotrophin binding (GO:0043121)	2/8	0.07808715428605253	0.3134178467669958	0	0	5.271376506868517	13.44163958557178	NGFR;NTRK2
GO:0004896	cytokine receptor activity (GO:0004896)	9/88	0.07813620413829003	0.3134178467669958	0	0	1.805243205037589	4.60210969470217	GHR;IL22RA1;IL11RA;LEPR;LIFR;GFRA1;GFRA3;IL6ST;IL6R
GO:0070325	lipoprotein particle receptor binding (GO:0070325)	4/28	0.08217152020409639	0.32596216301956465	0	0	2.637601797247964	6.59122579674713	RELN;APBB1;CLU;DKK1
GO:0008028	monocarboxylic acid transmembrane transporter activity (GO:0008028)	4/28	0.08217152020409639	0.32596216301956465	0	0	2.637601797247964	6.59122579674713	SLC5A6;SLC16A4;SLC26A6;SLC16A13
GO:0004869	cysteine-type endopeptidase inhibitor activity (GO:0004869)	5/40	0.08719300258176207	0.3384363889831549	0	0	2.261382799325464	5.516940025387919	PTTG1;BIRC5;GAS6;SNCA;BIRC3
GO:0070063	RNA polymerase binding (GO:0070063)	3/18	0.08814429629505567	0.3384363889831549	0	0	3.163973063973064	7.684594741210835	ZFP36;BIN1;BRCA1
GO:0005160	transforming growth factor beta receptor binding (GO:0005160)	3/18	0.08814429629505567	0.3384363889831549	0	0	3.163973063973064	7.684594741210835	TGFBR3;FERMT2;TGFBR2
GO:0004675	transmembrane receptor protein serine/threonine kinase activity (GO:0004675)	3/18	0.08814429629505567	0.3384363889831549	0	0	3.163973063973064	7.684594741210835	TGFBR3;LTBP4;TGFBR2
GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen (GO:0016702)	3/18	0.08814429629505567	0.3384363889831549	0	0	3.163973063973064	7.684594741210835	HAAO;BCO2;CDO1
GO:0008525	phosphatidylcholine transporter activity (GO:0008525)	3/18	0.08814429629505567	0.3384363889831549	0	0	3.163973063973064	7.684594741210835	ABCB1;ATP8B2;ABCB4
GO:0019894	kinesin binding (GO:0019894)	4/29	0.09104232136430847	0.3458644801035634	0	0	2.5319629317607415	6.067673981068144	KIF18B;PRC1;MAPK8IP2;SNCA
GO:0051019	mitogen-activated protein kinase binding (GO:0051019)	4/29	0.09104232136430847	0.3458644801035634	0	0	2.5319629317607415	6.067673981068144	DUSP5;DUSP1;DIRAS1;DUSP8
GO:0005126	cytokine receptor binding (GO:0005126)	10/105	0.0952973167318329	0.3536627329135861	0	0	1.6679887695530105	3.9210306460401982	TGFBR3;CSF3;IL6;CXCL12;TSLP;CCL21;IL34;LIFR;IL6ST;IL6R
GO:0045125	bioactive lipid receptor activity (GO:0045125)	2/9	0.09654303015468366	0.3536627329135861	0	0	4.518082422203532	10.562221557760848	S1PR1;LPAR1
GO:0034713	type I transforming growth factor beta receptor binding (GO:0034713)	2/9	0.09654303015468366	0.3536627329135861	0	0	4.518082422203532	10.562221557760848	FERMT2;TGFBR2
GO:0005127	ciliary neurotrophic factor receptor binding (GO:0005127)	2/9	0.09654303015468366	0.3536627329135861	0	0	4.518082422203532	10.562221557760848	LIFR;IL6ST
GO:0046703	natural killer cell lectin-like receptor binding (GO:0046703)	2/9	0.09654303015468366	0.3536627329135861	0	0	4.518082422203532	10.562221557760848	ULBP2;MICB
GO:0005388	P-type calcium transporter activity (GO:0005388)	2/9	0.09654303015468366	0.3536627329135861	0	0	4.518082422203532	10.562221557760848	ATP2B4;ATP2A3
GO:0030955	potassium ion binding (GO:0030955)	2/9	0.09654303015468366	0.3536627329135861	0	0	4.518082422203532	10.562221557760848	HDAC4;ATP1A2
GO:0015301	anion:anion antiporter activity (GO:0015301)	3/19	0.10023788336600925	0.3556499101323776	0	0	2.966066919191919	6.822574072106402	SLC25A4;SLC19A1;SLC26A6
GO:0030506	ankyrin binding (GO:0030506)	3/19	0.10023788336600925	0.3556499101323776	0	0	2.966066919191919	6.822574072106402	NRCAM;FLNC;SLC8A1
GO:0008066	glutamate receptor activity (GO:0008066)	3/19	0.10023788336600925	0.3556499101323776	0	0	2.966066919191919	6.822574072106402	GRIK5;GRIK3;GRIN2D
GO:0004745	NAD-retinol dehydrogenase activity (GO:0004745)	3/19	0.10023788336600925	0.3556499101323776	0	0	2.966066919191919	6.822574072106402	ADH1C;ADH1B;HSD17B6
GO:0022834	ligand-gated channel activity (GO:0022834)	4/30	0.10034859522312235	0.3556499101323776	0	0	2.434450132849459	5.597056965930853	GRIK5;GRIK3;ANXA6;GRIN2D
GO:0030291	protein serine/threonine kinase inhibitor activity (GO:0030291)	4/30	0.10034859522312235	0.3556499101323776	0	0	2.434450132849459	5.597056965930853	PRKAR2B;PRKAG2;PKIG;CIT
GO:0005506	iron ion binding (GO:0005506)	6/54	0.10055282974494799	0.3556499101323776	0	0	1.9790084388185654	4.545924913132925	HEPH;SCD;HAAO;AOX1;CDO1;SNCA
GO:0019003	GDP binding (GO:0019003)	7/67	0.10280614532067385	0.36061874384605436	0	0	1.8474521396396397	4.202787621082635	DIRAS3;RASL12;RRAS;DIRAS1;RERG;GEM;RAB9B
GO:0001540	amyloid-beta binding (GO:0001540)	8/80	0.10296217616774532	0.36061874384605436	0	0	1.7598384521461445	4.000805438712593	NGFR;ADRB2;APBB1;EPHB2;MAPK8IP2;CLU;CRYAB;ITM2A
GO:0005096	GTPase activator activity (GO:0005096)	26/336	0.10385408787916238	0.3619768694040708	0	0	1.331784577045549	3.0161835805930153	ARHGAP11A;LRRK2;ARHGAP39;RASGRP2;ARHGAP15;IQGAP3;RAP1GAP;RGS5;RGS2;ARHGAP20;RACGAP1;RCC1;NCKAP1L;ECT2;GARNL3;PSD;STARD13;ARHGEF15;STARD8;DENND2A;ARHGAP24;ARHGAP10;DLC1;CDC42EP2;RGS11;RAPGEF3
