geneSet,link,size,overlap,expect,enrichmentRatio,pValue,FDR,overlapId,userId
GO:0003677,DNA binding (GO:0003677),761,65,50.73333333,1.281208936,0.022003875,0.350103856,641;4171;83990;1763;9156;2237;10721;5888;9759;10865;5241;596;4321;78989;8013;1390;7025;7704;93986;23090;6910;1869;1870;1958;1959;2294;3663;6663;4609;3726;5463;9839;63976;4781;2354;3090;23764;10365;4223;4222;4929;3164;3131;6495;10635;1408;10891;79915;55388;8318;64651;672;675;3149;12;8914;4173;4998;6493;57616;81620;7153;26471;114548;63967,NR4A1;KLF2;FOSB;NR4A3;FOXF1;CSRNP1;HLF;ZBTB16;NR4A2;MEOX1;PGR;SOX10;SIM2;ATAD5;HIC1;HMGB3;CRY2;EGR1;TIMELESS;ORC1;POLQ;CLSPN;MCM2;DNA2;EXO1;BLM;TOP2A;CDC45;BRCA1;ZEB2;CREM;PPARGC1A;RAD51AP1;MCM10;RAD51;BRIP1;CDT1;SERPINA3;NR2F1;MCM4;BCL2;BRCA2;FEN1;E2F1;MAFF;HDAC4;MEOX2;EGR2;NFIB;NLRP3;E2F2;ARID5A;JUNB;POU6F1;FOXP2;SIX1;TSHZ3;COLEC11;IRF5;PRDM16;MYC;MMP12;ZNF423;TBX5;NUPR1
GO:0051117,ATPase binding (GO:0051117),73,10,4.866666667,2.054794521,0.022400374,0.350103856,29887;5144;482;857;7220;2099;287;5241;5350;6640,ANK2;PGR;ATP1B2;PLN;CAV1;PDE4D;SNX10;TRPC1;ESR1;SNTA1
GO:0004629,phospholipase C activity (GO:0004629),25,5,1.666666667,3,0.022624159,0.350103856,624;1909;5332;84812;5334,BDKRB2;PLCD4;PLCB4;PLCL1;EDNRA
GO:0045499,chemorepellent activity (GO:0045499),25,5,1.666666667,3,0.022624159,0.350103856,2045;54437;9723;7869;56920,SEMA5B;SEMA3G;EPHA7;SEMA3E;SEMA3B
GO:0001221,transcription coregulator binding (GO:0001221),53,8,3.533333333,2.264150943,0.023147431,0.350103856,2099;5241;7704;5187;2146;11113;8863;8864,PER1;ZBTB16;PGR;PER2;CIT;PER3;EZH2;ESR1
GO:0015278,calcium-release channel activity (GO:0015278),17,4,1.133333333,3.529411765,0.023210364,0.350103856,7226;6262;3708;6263,ITPR1;RYR3;TRPM2;RYR2
GO:0005003,ephrin receptor activity (GO:0005003),17,4,1.133333333,3.529411765,0.023210364,0.350103856,2048;2045;1944;2042,EPHA3;EPHA7;EPHB2;EFNA3
GO:0005005,transmembrane-ephrin receptor activity (GO:0005005),17,4,1.133333333,3.529411765,0.023210364,0.350103856,2048;2045;1944;2042,EPHA3;EPHA7;EPHB2;EFNA3
GO:0035497,cAMP response element binding (GO:0035497),10,3,0.666666667,4.5,0.024869256,0.350103856,8013;90993;9586,NR4A3;CREB5;CREB3L1
GO:0008331,high voltage-gated calcium channel activity (GO:0008331),10,3,0.666666667,4.5,0.024869256,0.350103856,775;783;785,CACNB2;CACNB4;CACNA1C
GO:0004955,prostaglandin receptor activity (GO:0004955),10,3,0.666666667,4.5,0.024869256,0.350103856,5733;5734;5737,PTGFR;PTGER3;PTGER4
GO:0005347,ATP transmembrane transporter activity (GO:0005347),10,3,0.666666667,4.5,0.024869256,0.350103856,79085;114789;291,SLC25A25;SLC25A23;SLC25A4
GO:0008603,cAMP-dependent protein kinase regulator activity (GO:0008603),10,3,0.666666667,4.5,0.024869256,0.350103856,51422;5577;11142,PRKAR2B;PKIG;PRKAG2
GO:0017017,MAP kinase tyrosine/serine/threonine phosphatase activity (GO:0017017),10,3,0.666666667,4.5,0.024869256,0.350103856,1847;1843;1850,DUSP1;DUSP8;DUSP5
GO:0008330,protein tyrosine/threonine phosphatase activity (GO:0008330),10,3,0.666666667,4.5,0.024869256,0.350103856,1847;1843;1850,DUSP1;DUSP8;DUSP5
GO:0070182,DNA polymerase binding (GO:0070182),18,4,1.2,3.333333333,0.028308143,0.394136456,5888;81620;55215;2177,FANCI;RAD51;CDT1;FANCD2
GO:0000976,transcription cis-regulatory region binding (GO:0000976),546,48,36.4,1.318681319,0.029094968,0.400688304,6622;9759;10865;6943;3757;4321;90993;1390;467;28999;2627;140628;4208;2353;5308;29128;1869;1870;144455;79733;1958;1959;2294;5187;6663;4609;3727;64321;6886;63976;64344;9314;6659;83595;7942;7067;6495;1408;672;6493;9464;5178;4487;2305;117581;54796;8863;8864,PER1;TCF21;FOXF1;SOX17;GATA5;SOX10;SIM2;JUND;PEG3;FOXM1;CRY2;FOS;EGR1;SOX4;MEF2C;KLF4;PER2;HIF3A;TWIST2;GATA6;UHRF1;BRCA1;CREM;E2F7;HAND2;KCNH2;TFEB;ATF3;MSX1;PER3;E2F1;THRA;HDAC4;EGR2;CREB3L1;E2F2;ARID5A;SIX1;BNC2;SOX7;PRDM16;E2F8;KLF15;MYC;MMP12;TAL1;SNCA;PITX2
GO:0048018,receptor ligand activity (GO:0048018),302,29,20.13333333,1.440397351,0.030016743,0.408937783,3624;64388;656;653;6376;3082;2247;2252;2045;54437;9723;7869;56920;2621;1440;85480;3625;7482;7483;3569;7472;90865;146433;627;1839;374;22943;3479;8742,IL6;GREM2;SEMA5B;IL33;SEMA3G;FGF2;BMP5;IL34;INHBA;GAS6;FGF7;TSLP;CSF3;EPHA7;SEMA3E;CX3CL1;BDNF;SEMA3B;WNT2B;BMP8B;IGF1;HGF;TNFSF12;WNT2;HBEGF;INHBB;WNT9A;DKK1;AREG
GO:0017166,vinculin binding (GO:0017166),11,3,0.733333333,4.090909091,0.032533916,0.429379918,10391;1756;23336,SYNM;DMD;CORO2B
GO:0005346,purine ribonucleotide transmembrane transporter activity (GO:0005346),11,3,0.733333333,4.090909091,0.032533916,0.429379918,6573;79085;114789,SLC25A25;SLC25A23;SLC19A1
GO:0033549,MAP kinase phosphatase activity (GO:0033549),11,3,0.733333333,4.090909091,0.032533916,0.429379918,1847;1843;1850,DUSP1;DUSP8;DUSP5
GO:0005246,calcium channel regulator activity (GO:0005246),37,6,2.466666667,2.432432432,0.034027228,0.439923442,9378;3708;2669;6236;9379;5592,ITPR1;GEM;NRXN1;RRAD;PRKG1;NRXN2
GO:0005245,voltage-gated calcium channel activity (GO:0005245),37,6,2.466666667,2.432432432,0.034027228,0.439923442,775;781;783;785;23413;8912,CACNA1H;CACNB2;CACNB4;NCS1;CACNA2D1;CACNA1C
GO:0030695,GTPase regulator activity (GO:0030695),231,23,15.4,1.493506494,0.034814453,0.445554661,120892;29127;9353;399;9754;90627;3071;84253;128239;10395;83478;80728;79658;10435;55843;8490;57569;5997;5909;1894;8786;9824;132864,RGS2;ARHGAP39;CDC42EP2;IQGAP3;LRRK2;RGS5;STARD13;STARD8;SLIT2;CPEB2;ARHGAP20;ARHGAP11A;ECT2;ARHGAP15;RACGAP1;RAP1GAP;ARHGAP10;NCKAP1L;DLC1;GARNL3;ARHGAP24;RGS11;RHOH
GO:0005272,sodium channel activity (GO:0005272),38,6,2.533333333,2.368421053,0.038215447,0.450723431,2899;2901;6324;6330;8912;6332,SCN7A;GRIK3;CACNA1H;SCN4B;SCN1B;GRIK5
GO:0004528,phosphodiesterase I activity (GO:0004528),5,2,0.333333333,6,0.038775733,0.450723431,5167;5168,ENPP2;ENPP1
GO:0090554,phosphatidylcholine floppase activity (GO:0090554),5,2,0.333333333,6,0.038775733,0.450723431,5243;5244,ABCB1;ABCB4
GO:0015277,kainate selective glutamate receptor activity (GO:0015277),5,2,0.333333333,6,0.038775733,0.450723431,2899;2901,GRIK3;GRIK5
GO:0005004,GPI-linked ephrin receptor activity (GO:0005004),5,2,0.333333333,6,0.038775733,0.450723431,2045;2042,EPHA3;EPHA7
GO:0086006,voltage-gated sodium channel activity involved in cardiac muscle cell action potential (GO:0086006),5,2,0.333333333,6,0.038775733,0.450723431,6324;6330,SCN4B;SCN1B
GO:0042806,fucose binding (GO:0042806),5,2,0.333333333,6,0.038775733,0.450723431,6403;78989,SELP;COLEC11
GO:0035594,ganglioside binding (GO:0035594),5,2,0.333333333,6,0.038775733,0.450723431,65078;25999,RTN4R;CLIP3
GO:0016167,glial cell-derived neurotrophic factor receptor activity (GO:0016167),5,2,0.333333333,6,0.038775733,0.450723431,2674;2676,GFRA3;GFRA1
GO:0004957,prostaglandin E receptor activity (GO:0004957),5,2,0.333333333,6,0.038775733,0.450723431,5733;5734,PTGER3;PTGER4
GO:0005125,cytokine activity (GO:0005125),173,18,11.53333333,1.560693642,0.039864783,0.454788158,3624;656;653;6366;6376;6347;2247;6387;2920;1440;85480;3625;7482;7483;3569;7472;90865;146433,IL6;IL33;FGF2;BMP5;IL34;INHBA;CXCL12;TSLP;CSF3;CX3CL1;CCL2;WNT2B;BMP8B;CXCL2;WNT2;INHBB;CCL21;WNT9A
GO:0140333,glycerophospholipid flippase activity (GO:0140333),12,3,0.8,3.75,0.041279115,0.454788158,5243;5244;57198,ABCB1;ABCB4;ATP8B2
GO:0015269,calcium-activated potassium channel activity (GO:0015269),12,3,0.8,3.75,0.041279115,0.454788158,3778;3779;3782,KCNMB1;KCNN3;KCNMA1
GO:0005024,transforming growth factor beta-activated receptor activity (GO:0005024),12,3,0.8,3.75,0.041279115,0.454788158,7048;8425;7049,TGFBR2;TGFBR3;LTBP4
GO:0000295,adenine nucleotide transmembrane transporter activity (GO:0000295),12,3,0.8,3.75,0.041279115,0.454788158,6573;79085;114789,SLC25A25;SLC25A23;SLC19A1
GO:1902282,voltage-gated potassium channel activity involved in ventricular cardiac muscle cell action potential repolarization (GO:1902282),12,3,0.8,3.75,0.041279115,0.454788158,3757;23704;3752,KCNH2;KCND3;KCNE4
GO:0046982,protein heterodimerization activity (GO:0046982),188,19,12.53333333,1.515957447,0.045514114,0.493716582,5050;7169;7168;477;11213;150;482;596;8639;467;4208;4929;3164;7153;624;185;1104;6790;4680,NR4A1;ATP1A2;AOC3;NR4A2;AGTR1;AURKA;ATP1B2;MEF2C;BDKRB2;TOP2A;ATF3;TPM2;BCL2;RCC1;TPM1;PAFAH1B3;ADRA2A;IRAK3;CEACAM6
GO:0004252,serine-type endopeptidase activity (GO:0004252),105,12,7,1.714285714,0.04644627,0.493716582,5648;715;3082;7177;5126;9159;1511;23430;2159;2161;64499;716,F10;CTSG;PCSK2;TPSB2;TPSAB1;MASP1;TPSD1;C1R;PCSK7;HGF;C1S;F12
GO:0004622,lysophospholipase activity (GO:0004622),21,4,1.4,2.857142857,0.047303995,0.493716582,11343;8605;5168;375775,MGLL;PLA2G4C;PNPLA7;ENPP2
GO:0042805,actinin binding (GO:0042805),21,4,1.4,2.857142857,0.047303995,0.493716582,171024;8572;775;1465,SYNPO2;PDLIM4;CSRP1;CACNA1C
GO:0043027,cysteine-type endopeptidase inhibitor activity involved in apoptotic process (GO:0043027),21,4,1.4,2.857142857,0.047303995,0.493716582,6622;332;2621;330,GAS6;BIRC5;BIRC3;SNCA
GO:0008138,protein tyrosine/serine/threonine phosphatase activity (GO:0008138),21,4,1.4,2.857142857,0.047303995,0.493716582,1847;1843;1850;1033,DUSP1;DUSP8;CDKN3;DUSP5
GO:0048156,tau protein binding (GO:0048156),40,6,2.666666667,2.25,0.047540192,0.493716582,6622;4130;9532;1191;274;6285,CLU;BIN1;BAG2;MAP1A;S100B;SNCA
GO:0005095,GTPase inhibitor activity (GO:0005095),13,3,0.866666667,3.461538462,0.051075702,0.521878338,9353;399;132864,SLIT2;CPEB2;RHOH
GO:0031994,insulin-like growth factor I binding (GO:0031994),13,3,0.866666667,3.461538462,0.051075702,0.521878338,3690;3489;3488,IGFBP6;ITGB3;IGFBP5
GO:0005262,calcium channel activity (GO:0005262),84,10,5.6,1.785714286,0.052081322,0.527896283,775;7226;7220;781;309;783;785;57419;6262;23413,SLC24A3;ANXA6;TRPM2;CACNB2;TRPC1;CACNB4;NCS1;RYR2;CACNA2D1;CACNA1C
GO:0035925,mRNA 3'-UTR AU-rich region binding (GO:0035925),22,4,1.466666667,2.727272727,0.054877534,0.529944153,7538;132864;221662;27303,RBM24;ZFP36;RBMS3;CPEB2
GO:0005248,voltage-gated sodium channel activity (GO:0005248),22,4,1.466666667,2.727272727,0.054877534,0.529944153,6324;6330;8912;6332,SCN7A;CACNA1H;SCN4B;SCN1B
GO:0090555,phosphatidylethanolamine flippase activity (GO:0090555),6,2,0.4,5,0.055629497,0.529944153,5243;5244,ABCB1;ABCB4
GO:0009378,four-way junction helicase activity (GO:0009378),6,2,0.4,5,0.055629497,0.529944153,641;9401,RECQL4;BLM
GO:0001665,"alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase activity (GO:0001665)",6,2,0.4,5,0.055629497,0.529944153,256435;30815,ST6GALNAC6;ST6GALNAC3
GO:0004923,leukemia inhibitory factor receptor activity (GO:0004923),6,2,0.4,5,0.055629497,0.529944153,3977;3572,IL6ST;LIFR
GO:0004924,oncostatin-M receptor activity (GO:0004924),6,2,0.4,5,0.055629497,0.529944153,3977;3572,IL6ST;LIFR
GO:0031821,G protein-coupled serotonin receptor binding (GO:0031821),6,2,0.4,5,0.055629497,0.529944153,2775;9630,GNAO1;GNA14
GO:0015079,potassium ion transmembrane transporter activity (GO:0015079),32,5,2.133333333,2.34375,0.058616462,0.554231767,358;10060;3755;3777;84561,AQP1;SLC12A8;KCNK3;ABCC9;KCNG1
GO:0005261,cation channel activity (GO:0005261),98,11,6.533333333,1.683673469,0.06117793,0.573096726,7226;358;10060;5023;7220;309;783;57419;6262;3755;3777,P2RX1;AQP1;SLC24A3;ANXA6;KCNK3;ABCC9;TRPM2;CACNB2;KCNG1;TRPC1;RYR2
GO:0016888,"endodeoxyribonuclease activity, producing 5'-phosphomonoesters (GO:0016888)",14,3,0.933333333,3.214285714,0.061883737,0.573096726,1763;9156;2237,DNA2;EXO1;FEN1
GO:0005525,GTP binding (GO:0005525),183,18,12.2,1.475409836,0.062637953,0.573096726,120892;309;2669;6236;85004;51285;6237;148252;9077;163351;84617;10381;7732;399;388;57381;390;5881,RHOJ;GEM;LRRK2;ANXA6;RASL12;RHOB;RERG;RNF112;RAC3;RRAD;TUBB6;DIRAS3;DIRAS1;TUBB3;GBP6;RRAS;RND3;RHOH
GO:0004435,phosphatidylinositol phospholipase C activity (GO:0004435),23,4,1.533333333,2.608695652,0.063064163,0.573096726,624;1909;5332;84812,BDKRB2;PLCD4;PLCB4;EDNRA
GO:0030215,semaphorin receptor binding (GO:0030215),23,4,1.533333333,2.608695652,0.063064163,0.573096726,54437;9723;7869;56920,SEMA5B;SEMA3G;SEMA3E;SEMA3B
GO:0008083,growth factor activity (GO:0008083),87,10,5.8,1.724137931,0.063325605,0.573096726,3624;3082;2247;2252;1440;3569;627;1839;374;22943,IL6;FGF2;INHBA;FGF7;CSF3;BDNF;HGF;HBEGF;DKK1;AREG
GO:0008198,ferrous iron binding (GO:0008198),24,4,1.6,2.5,0.071853124,0.617008006,6622;9843;23498;1036,HAAO;CDO1;SNCA;HEPH
GO:0005109,frizzled binding (GO:0005109),34,5,2.266666667,2.205882353,0.07273375,0.617008006,6422;7482;7483;7472;8324,SFRP1;FZD7;WNT2B;WNT2;WNT9A
GO:0008236,serine-type peptidase activity (GO:0008236),125,13,8.333333333,1.56,0.073026685,0.617008006,5648;715;3082;7177;5126;9159;1511;23430;2159;2161;64499;716;1675,CFD;F10;CTSG;PCSK2;TPSB2;TPSAB1;MASP1;TPSD1;C1R;PCSK7;HGF;C1S;F12
GO:0086008,voltage-gated potassium channel activity involved in cardiac muscle cell action potential repolarization (GO:0086008),15,3,1,3,0.073654704,0.617008006,3757;23704;3752,KCNH2;KCND3;KCNE4
GO:0005520,insulin-like growth factor binding (GO:0005520),15,3,1,3,0.073654704,0.617008006,3690;3489;3488,IGFBP6;ITGB3;IGFBP5
GO:0042813,Wnt-activated receptor activity (GO:0042813),15,3,1,3,0.073654704,0.617008006,4919;8324;2535,FZD7;ROR1;FZD2
GO:0003680,minor groove of adenine-thymine-rich DNA binding (GO:0003680),7,2,0.466666667,4.285714286,0.074508465,0.617008006,4208;9464,MEF2C;HAND2
GO:0031995,insulin-like growth factor II binding (GO:0031995),7,2,0.466666667,4.285714286,0.074508465,0.617008006,3489;3488,IGFBP6;IGFBP5
GO:0035184,histone threonine kinase activity (GO:0035184),7,2,0.466666667,4.285714286,0.074508465,0.617008006,5579;1111,PRKCB;CHEK1
GO:0018455,alcohol dehydrogenase [NAD(P)+] activity (GO:0018455),7,2,0.466666667,4.285714286,0.074508465,0.617008006,126;137872,ADHFE1;ADH1C
GO:0004024,"alcohol dehydrogenase activity, zinc-dependent (GO:0004024)",7,2,0.466666667,4.285714286,0.074508465,0.617008006,126;125,ADH1B;ADH1C
GO:0005113,patched binding (GO:0005113),7,2,0.466666667,4.285714286,0.074508465,0.617008006,857;891,CAV1;CCNB1
GO:0036041,long-chain fatty acid binding (GO:0036041),7,2,0.466666667,4.285714286,0.074508465,0.617008006,165140;2167,OXER1;FABP4
GO:0035639,purine ribonucleoside triphosphate binding (GO:0035639),449,38,29.93333333,1.269487751,0.075687974,0.622705602,641;80119;5243;120892;26154;10000;25902;5347;5166;9928;9319;51422;5167;477;55157;3833;3306;58;11213;5888;70;309;2669;6236;85004;51285;6237;148252;9077;163351;84617;10381;7732;399;388;57381;390;5881,PDK4;ATP1A2;RHOJ;GEM;KIF14;LRRK2;ACTC1;BLM;TRIP13;ANXA6;RASL12;PLK1;RHOB;RAD51;RERG;RNF112;KIFC1;RAC3;RRAD;DARS2;HSPA2;MTHFD1L;PIF1;TUBB6;ABCB1;ACTA1;PRKAG2;IRAK3;ABCA12;DIRAS3;DIRAS1;TUBB3;GBP6;RRAS;AKT3;RND3;RHOH;ENPP1
GO:0005267,potassium channel activity (GO:0005267),91,10,6.066666667,1.648351648,0.080586899,0.658732912,3778;2899;358;10060;3757;3779;3755;3777;2901;3752,AQP1;KCNMB1;GRIK3;KCNK3;KCNMA1;KCNH2;ABCC9;KCND3;KCNG1;GRIK5
GO:0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding (GO:0000978),1145,88,76.33333333,1.152838428,0.083777983,0.676946717,9759;6943;2099;5241;8013;90993;9586;1390;467;63876;7025;28999;2627;140628;57573;4208;2353;7704;93986;79891;5307;5308;23090;6910;92999;6722;1869;1870;144455;79733;1958;1959;1960;2294;5187;84913;2118;3663;4306;6663;4602;4609;65982;3727;8061;7694;64321;3726;4605;4776;5463;6935;9839;6886;122953;63976;64344;4774;4781;2354;55422;4286;3090;140612;4784;138151;23764;9314;10365;687;1316;1052;1879;253738;6659;83595;7942;4223;4222;4093;4929;3164;5013;3131;7067;6495;51804;9464,NR4A1;PER1;KLF9;KLF2;FOSB;NR4A3;TCF21;FOXF1;SOX17;HLF;ZBTB16;NR4A2;MEOX1;PGR;GATA5;SOX10;EGR3;OTX1;HIC1;EBF1;JUND;FOS;EGR1;SOX4;NR3C2;MEF2C;KLF4;SRF;HIF3A;GATA6;NACC2;PKNOX2;MYBL2;ZEB2;CREM;E2F7;HAND2;ZNF331;TFEB;NR2F1;NFIX;ZBTB47;ATF3;KLF6;JDP2;ATOH8;ZNF471;ZEB1;E2F1;ZNF135;MAFF;SIX4;SMAD9;EBF3;THRA;NFIA;HDAC4;MEOX2;ZNF671;CREB5;EGR2;NFIB;CREB3L1;CEBPD;NFATC4;ETV4;MITF;E2F2;JUNB;POU6F1;ESR1;PITX1;FOXP2;SIX1;SOX7;ZFP28;IRF5;PRDM16;E2F8;ZSCAN18;MYB;KLF15;MYC;FOSL1;TAL1;ZNF423;TBX5;PITX2
GO:0008270,zinc ion binding (GO:0008270),333,29,22.2,1.306306306,0.083883689,0.676946717,5138;641;6622;25924;1465;5167;126;125;9759;10004;4322;4321;9104;5168;6285;29128;1958;6935;55422;9314;23414;80332;7732;4499;253827;27293;23743;7083;1397,ADH1B;BHMT2;ADAM33;PDE2A;EGR1;RGN;MYRIP;KLF4;MT1M;BLM;UHRF1;MSRB3;RNF112;ZNF331;NAALADL1;CSRP1;TK1;MMP13;ZEB1;HDAC4;ADH1C;S100B;ENPP2;ZFPM2;MMP12;SNCA;ENPP1;CRIP2;SMPDL3B
GO:0043138,3'-5' DNA helicase activity (GO:0043138),16,3,1.066666667,2.8125,0.086333444,0.687952664,641;9401;4171,RECQL4;MCM2;BLM
GO:0022821,potassium ion antiporter activity (GO:0022821),16,3,1.066666667,2.8125,0.086333444,0.687952664,57419;84679;285195,SLC9A9;SLC24A3;SLC9A7
GO:0008081,phosphoric diester hydrolase activity (GO:0008081),36,5,2.4,2.083333333,0.088537578,0.701106944,5167;5168;5332;5334;27293,PLCB4;PLCL1;ENPP2;ENPP1;SMPDL3B
GO:0008528,G protein-coupled peptide receptor activity (GO:0008528),82,9,5.466666667,1.646341463,0.094748076,0.730010361,57537;114815;7434;4881;5745;623;624;1909;1910,SORCS1;VIPR2;PTH1R;EDNRB;NPR1;BDKRB2;BDKRB1;EDNRA;SORCS2
GO:0000405,bubble DNA binding (GO:0000405),8,2,0.533333333,3.75,0.095068437,0.730010361,641;9401,RECQL4;BLM
GO:0043184,vascular endothelial growth factor receptor 2 binding (GO:0043184),8,2,0.533333333,3.75,0.095068437,0.730010361,3690;3678,ITGA5;ITGB3
GO:0042609,CD4 receptor binding (GO:0042609),8,2,0.533333333,3.75,0.095068437,0.730010361,57088;933,CD22;PLSCR4
GO:0043121,neurotrophin binding (GO:0043121),8,2,0.533333333,3.75,0.095068437,0.730010361,4804;4915,NGFR;NTRK2
GO:0031690,adrenergic receptor binding (GO:0031690),17,3,1.133333333,2.647058824,0.099859818,0.753109463,5144;9863;150,PDE4D;MAGI2;ADRA2A
GO:0000400,four-way junction DNA binding (GO:0000400),17,3,1.133333333,2.647058824,0.099859818,0.753109463,641;3149;7516,XRCC2;HMGB3;BLM
GO:0004970,ionotropic glutamate receptor activity (GO:0004970),17,3,1.133333333,2.647058824,0.099859818,0.753109463,2899;2901;2906,GRIK3;GRIN2D;GRIK5
GO:0032559,adenyl ribonucleotide binding (GO:0032559),300,26,20,1.3,0.101639583,0.753344834,5144;5138;5142;641;80119;5243;6573;26154;10000;25902;11149;5347;5166;9928;9319;64091;51422;5167;477;55157;3833;3306;58;11213;5888;70,PDK4;ATP1A2;PDE2A;PDE4B;KIF14;ACTC1;BLM;TRIP13;PLK1;RAD51;KIFC1;DARS2;PDE4D;HSPA2;SLC19A1;MTHFD1L;PIF1;BVES;POPDC2;ABCB1;ACTA1;PRKAG2;IRAK3;ABCA12;AKT3;ENPP1
GO:0050681,androgen receptor binding (GO:0050681),27,4,1.8,2.222222222,0.101674796,0.753344834,10865;5579;7041;6943,TCF21;PRKCB;TGFB1I1;ARID5A
GO:0046873,metal ion transmembrane transporter activity (GO:0046873),27,4,1.8,2.222222222,0.101674796,0.753344834,358;3708;493;489,AQP1;ITPR1;ATP2A3;ATP2B4
GO:0004518,nuclease activity (GO:0004518),60,7,4,1.75,0.102866122,0.756572028,1763;9156;2237;5167;6038;10535;563,DNA2;RNASEH2A;EXO1;RNASE4;FEN1;ENPP1;AZGP1
GO:0016922,nuclear receptor binding (GO:0016922),120,12,8,1.5,0.103304626,0.756572028,10865;5579;7041;6943;2099;8013;4929;3164;10891;85004;133522;10579,NR4A1;NR4A3;TCF21;NR4A2;PRKCB;PPARGC1A;RERG;TACC2;TGFB1I1;ARID5A;ESR1;PPARGC1B
GO:0005216,ion channel activity (GO:0005216),84,9,5.6,1.607142857,0.106147437,0.772091365,2899;7226;10060;5023;7220;309;3777;2901;2906,P2RX1;GRIK3;ANXA6;KCNK3;GRIN2D;ABCC9;TRPM2;TRPC1;GRIK5
GO:0004674,protein serine/threonine kinase activity (GO:0004674),343,29,22.86666667,1.268221574,0.1103408,0.772091365,120892;7048;10000;5347;11213;5579;9833;983;5563;6790;9212;1111;225689;9088;8317;11113;4751;2869;5590;10733;4638;55872;23043;1326;30811;388228;7272;6196;55351,PRKCB;AURKA;TGFBR2;MYLK;LRRK2;NEK2;TTK;CDC7;MELK;PLK1;CDK1;RPS6KA2;CIT;AURKB;PKMYT1;PLK4;CHEK1;SBK1;STK32B;PBK;MAP3K8;GRK5;IRAK3;MAPK15;TNIK;AKT3;PRKCZ;PRKAA2;HUNK
GO:0022843,voltage-gated cation channel activity (GO:0022843),97,10,6.466666667,1.546391753,0.111412073,0.772091365,3778;775;3757;781;783;785;23413;3755;2906;3752,KCNMA1;KCNH2;GRIN2D;KCND3;CACNB2;KCNG1;CACNB4;NCS1;CACNA2D1;CACNA1C
GO:0070325,lipoprotein particle receptor binding (GO:0070325),28,4,1.866666667,2.142857143,0.112699241,0.772091365,1191;322;22943;5649,RELN;CLU;APBB1;DKK1
GO:0008028,monocarboxylic acid transmembrane transporter activity (GO:0008028),28,4,1.866666667,2.142857143,0.112699241,0.772091365,65010;9122;201232;8884,SLC26A6;SLC5A6;SLC16A4;SLC16A13
GO:0019894,kinesin binding (GO:0019894),28,4,1.866666667,2.142857143,0.112699241,0.772091365,6622;23542;9055;146909,KIF18B;PRC1;MAPK8IP2;SNCA
GO:0070063,RNA polymerase binding (GO:0070063),18,3,1.2,2.5,0.114170153,0.772091365,274;7538;672,ZFP36;BIN1;BRCA1
GO:0008525,phosphatidylcholine transporter activity (GO:0008525),18,3,1.2,2.5,0.114170153,0.772091365,5243;5244;57198,ABCB1;ABCB4;ATP8B2
GO:0005160,transforming growth factor beta receptor binding (GO:0005160),18,3,1.2,2.5,0.114170153,0.772091365,10979;7048;7049,TGFBR2;TGFBR3;FERMT2
GO:0004675,transmembrane receptor protein serine/threonine kinase activity (GO:0004675),18,3,1.2,2.5,0.114170153,0.772091365,7048;8425;7049,TGFBR2;TGFBR3;LTBP4
GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen (GO:0016702)",18,3,1.2,2.5,0.114170153,0.772091365,23498;1036;83875,HAAO;CDO1;BCO2
GO:0046914,transition metal ion binding (GO:0046914),440,36,29.33333333,1.227272727,0.116669037,0.772091365,316;5138;641;2237;6622;25924;1465;5167;108;126;125;9759;10004;4322;4321;9104;5168;8639;6285;29128;1958;6935;55422;9314;6649;9843;23414;80332;7732;6319;4499;253827;27293;23743;7083;1397,ADH1B;BHMT2;AOC3;AOX1;ADAM33;PDE2A;SOD3;EGR1;RGN;MYRIP;KLF4;MT1M;BLM;UHRF1;MSRB3;RNF112;ZNF331;NAALADL1;CSRP1;TK1;FEN1;MMP13;ZEB1;SCD;HDAC4;ADH1C;S100B;ENPP2;ZFPM2;MMP12;SNCA;ENPP1;ADCY2;CRIP2;SMPDL3B;HEPH
GO:1990825,sequence-specific mRNA binding (GO:1990825),9,2,0.6,3.333333333,0.117002006,0.772091365,221662;7298,RBM24;TYMS
GO:0030955,potassium ion binding (GO:0030955),9,2,0.6,3.333333333,0.117002006,0.772091365,477;9759,ATP1A2;HDAC4
GO:0045125,bioactive lipid receptor activity (GO:0045125),9,2,0.6,3.333333333,0.117002006,0.772091365,1901;1902,S1PR1;LPAR1
GO:0034713,type I transforming growth factor beta receptor binding (GO:0034713),9,2,0.6,3.333333333,0.117002006,0.772091365,10979;7048,TGFBR2;FERMT2
GO:0005388,P-type calcium transporter activity (GO:0005388),9,2,0.6,3.333333333,0.117002006,0.772091365,493;489,ATP2A3;ATP2B4
GO:0005127,ciliary neurotrophic factor receptor binding (GO:0005127),9,2,0.6,3.333333333,0.117002006,0.772091365,3977;3572,IL6ST;LIFR
GO:0046703,natural killer cell lectin-like receptor binding (GO:0046703),9,2,0.6,3.333333333,0.117002006,0.772091365,80328;4277,ULBP2;MICB
GO:0030291,protein serine/threonine kinase inhibitor activity (GO:0030291),29,4,1.933333333,2.068965517,0.124225705,0.811309118,51422;5577;11142;11113,CIT;PRKAR2B;PKIG;PRKAG2
